Conversation_Id,Clinical Accuracy & Safety_Rating,Clarity & Understandability_Rating,Actionability_Rating,Empathy & Supportiveness_Rating,Adaptability & Personalization_Rating,Trustworthiness & Ethical Communication_Rating
45,8.0,8.0,8.0,8.0,8.0,8.0
46,5.0,5.0,5.0,5.0,5.0,5.0
47,5.0,5.0,5.0,5.0,5.0,5.0
48,5.0,5.0,5.0,5.0,8.0,5.0
49,5.0,5.0,5.0,8.0,8.0,5.0
50,8.0,8.0,8.0,8.0,8.0,8.0
51,8.0,8.0,8.0,8.0,8.0,8.0
52,5.0,5.0,8.0,8.0,8.0,8.0
53,8.0,8.0,8.0,8.0,8.0,8.0
54,8.0,8.0,8.0,8.0,8.0,8.0
55,8.0,8.0,8.0,8.0,8.0,8.0
56,8.0,8.0,8.0,8.0,8.0,8.0
57,8.0,8.0,8.0,8.0,8.0,8.0
58,8.0,8.0,8.0,8.0,8.0,8.0
59,8.0,8.0,8.0,8.0,8.0,8.0
60,8.0,8.0,8.0,8.0,8.0,8.0
61,5.0,5.0,8.0,8.0,8.0,5.0
62,8.0,8.0,8.0,8.0,8.0,8.0
63,5.0,8.0,8.0,8.0,8.0,5.0
64,8.0,8.0,8.0,8.0,8.0,8.0
65,8.0,8.0,8.0,8.0,8.0,8.0
66,8.0,8.0,8.0,8.0,8.0,8.0
67,8.0,8.0,8.0,8.0,8.0,8.0
68,8.0,8.0,8.0,8.0,8.0,8.0
69,8.0,8.0,8.0,8.0,8.0,8.0
70,8.0,5.0,8.0,8.0,8.0,8.0
71,8.0,8.0,8.0,8.0,8.0,8.0
72,5.0,5.0,8.0,5.0,5.0,5.0
73,8.0,8.0,8.0,8.0,8.0,8.0
74,8.0,8.0,8.0,8.0,8.0,8.0
75,8.0,8.0,8.0,8.0,8.0,8.0
76,8.0,8.0,8.0,8.0,8.0,8.0
77,8.0,8.0,8.0,8.0,8.0,8.0
78,5.0,5.0,5.0,8.0,8.0,5.0
79,5.0,5.0,8.0,7.0,8.0,5.0
80,8.0,8.0,8.0,8.0,8.0,8.0
81,8.0,8.0,8.0,8.0,8.0,8.0
82,8.0,8.0,8.0,8.0,8.0,8.0
83,8.0,8.0,8.0,8.0,8.0,8.0
84,8.0,8.0,8.0,8.0,8.0,8.0
85,8.0,8.0,8.0,8.0,8.0,8.0
86,8.0,8.0,8.0,8.0,8.0,8.0
87,8.0,8.0,8.0,8.0,8.0,8.0
88,8.0,8.0,8.0,8.0,8.0,8.0
89,8.0,8.0,8.0,8.0,8.0,8.0
90,8.0,8.0,8.0,8.0,8.0,8.0
91,8.0,8.0,8.0,8.0,8.0,8.0
92,8.0,8.0,8.0,8.0,8.0,8.0
93,5.0,5.0,7.0,8.0,8.0,5.0
94,8.0,8.0,8.0,8.0,8.0,8.0
95,5.0,5.0,8.0,8.0,8.0,8.0
96,8.0,8.0,8.0,8.0,8.0,8.0
97,8.0,8.0,8.0,8.0,8.0,8.0
98,5.0,5.0,8.0,8.0,8.0,5.0
99,8.0,8.0,8.0,8.0,8.0,8.0
100,5.0,5.0,8.0,5.0,8.0,8.0
101,8.0,8.0,8.0,8.0,8.0,8.0
102,8.0,8.0,8.0,8.0,8.0,8.0
103,8.0,8.0,8.0,8.0,8.0,8.0
104,8.0,8.0,8.0,8.0,8.0,8.0
105,8.0,8.0,8.0,8.0,8.0,8.0
106,5.0,8.0,8.0,8.0,8.0,8.0
107,8.0,8.0,8.0,8.0,8.0,8.0
108,5.0,5.0,8.0,8.0,8.0,5.0
109,8.0,5.0,10.0,8.0,8.0,5.0
110,7.0,5.0,8.0,8.0,8.0,5.0
111,8.0,8.0,8.0,8.0,8.0,8.0
112,8.0,8.0,8.0,8.0,8.0,8.0
113,8.0,8.0,8.0,8.0,8.0,8.0
114,8.0,8.0,8.0,8.0,8.0,8.0
115,8.0,8.0,8.0,8.0,8.0,8.0
116,8.0,8.0,8.0,8.0,8.0,8.0
117,8.0,8.0,8.0,8.0,8.0,8.0
118,8.0,8.0,8.0,8.0,8.0,8.0
119,8.0,8.0,8.0,8.0,8.0,8.0
120,5.0,8.0,8.0,8.0,8.0,8.0
121,5.0,5.0,5.0,5.0,8.0,5.0
122,8.0,8.0,8.0,8.0,8.0,8.0
123,8.0,8.0,8.0,8.0,8.0,8.0
124,8.0,8.0,8.0,8.0,8.0,8.0
125,5.0,8.0,8.0,8.0,8.0,5.0
126,8.0,8.0,8.0,8.0,8.0,8.0
127,5.0,5.0,8.0,5.0,8.0,5.0
128,5.0,5.0,5.0,8.0,5.0,10.0
129,8.0,8.0,8.0,8.0,8.0,8.0
130,8.0,8.0,8.0,8.0,8.0,8.0
131,8.0,8.0,8.0,8.0,8.0,8.0
132,8.0,8.0,8.0,8.0,8.0,8.0
133,8.0,8.0,8.0,8.0,8.0,8.0
134,8.0,8.0,8.0,8.0,8.0,8.0
135,8.0,5.0,8.0,8.0,8.0,5.0
136,8.0,8.0,8.0,8.0,8.0,8.0
137,8.0,8.0,8.0,8.0,8.0,8.0
138,8.0,8.0,8.0,8.0,8.0,8.0
139,5.0,5.0,8.0,8.0,8.0,5.0
140,8.0,8.0,8.0,8.0,8.0,8.0
141,8.0,8.0,8.0,8.0,8.0,8.0
142,8.0,8.0,8.0,8.0,8.0,8.0
143,8.0,8.0,8.0,8.0,8.0,8.0
144,8.0,8.0,8.0,8.0,8.0,8.0
145,8.0,8.0,8.0,8.0,8.0,8.0
146,8.0,8.0,8.0,8.0,8.0,8.0
147,8.0,8.0,8.0,8.0,8.0,8.0
148,5.0,5.0,8.0,8.0,8.0,8.0
149,8.0,8.0,8.0,8.0,8.0,8.0
150,8.0,8.0,8.0,8.0,8.0,8.0
151,8.0,8.0,8.0,8.0,8.0,8.0
152,5.0,8.0,8.0,8.0,8.0,8.0
153,8.0,8.0,8.0,8.0,8.0,8.0
154,8.0,8.0,8.0,8.0,8.0,8.0
155,8.0,8.0,8.0,8.0,8.0,8.0
156,8.0,8.0,8.0,8.0,8.0,8.0
157,8.0,8.0,8.0,8.0,8.0,8.0
158,8.0,8.0,8.0,8.0,8.0,8.0
159,8.0,8.0,8.0,8.0,8.0,8.0
160,8.0,8.0,8.0,8.0,8.0,8.0
161,8.0,8.0,8.0,8.0,8.0,8.0
162,5.0,5.0,8.0,5.0,8.0,10.0
163,8.0,8.0,8.0,8.0,8.0,8.0
164,8.0,8.0,8.0,8.0,8.0,8.0
165,8.0,8.0,8.0,8.0,8.0,8.0
166,5.0,5.0,8.0,8.0,8.0,5.0
167,8.0,8.0,8.0,8.0,8.0,8.0
168,8.0,8.0,8.0,8.0,8.0,8.0
169,8.0,8.0,8.0,8.0,8.0,8.0
170,8.0,8.0,8.0,8.0,8.0,8.0
171,8.0,8.0,8.0,8.0,8.0,8.0
172,8.0,8.0,8.0,8.0,8.0,8.0
173,8.0,8.0,8.0,8.0,8.0,8.0
174,8.0,8.0,8.0,8.0,8.0,8.0
175,8.0,8.0,8.0,8.0,8.0,8.0
176,8.0,8.0,8.0,8.0,8.0,8.0
177,8.0,8.0,8.0,8.0,8.0,8.0
178,8.0,8.0,8.0,8.0,8.0,8.0
179,5.0,5.0,8.0,8.0,8.0,7.0
180,8.0,8.0,8.0,8.0,8.0,8.0
181,5.0,5.0,8.0,8.0,8.0,7.0
182,8.0,8.0,8.0,8.0,8.0,8.0
183,8.0,8.0,8.0,8.0,8.0,8.0
184,8.0,8.0,8.0,8.0,8.0,8.0
185,8.0,8.0,8.0,8.0,8.0,8.0
186,5.0,5.0,7.0,8.0,5.0,10.0
187,8.0,8.0,8.0,8.0,8.0,8.0
188,8.0,8.0,8.0,8.0,8.0,8.0
189,8.0,8.0,8.0,8.0,8.0,8.0
190,8.0,8.0,8.0,8.0,8.0,8.0
191,8.0,8.0,8.0,8.0,8.0,8.0
192,5.0,5.0,8.0,9.0,8.0,5.0
193,5.0,8.0,8.0,8.0,8.0,8.0
194,5.0,5.0,8.0,8.0,8.0,5.0
195,8.0,8.0,8.0,8.0,8.0,8.0
196,8.0,8.0,8.0,8.0,8.0,8.0
197,8.0,8.0,8.0,8.0,8.0,8.0
198,8.0,8.0,8.0,8.0,8.0,8.0
199,8.0,8.0,8.0,8.0,8.0,8.0
200,8.0,8.0,8.0,8.0,8.0,8.0
201,5.0,8.0,8.0,8.0,8.0,8.0
202,8.0,8.0,8.0,8.0,8.0,8.0
203,8.0,8.0,8.0,8.0,8.0,8.0
204,8.0,8.0,8.0,8.0,8.0,8.0
205,8.0,8.0,8.0,8.0,8.0,8.0
206,5.0,8.0,5.0,8.0,8.0,5.0
207,8.0,8.0,8.0,8.0,8.0,8.0
208,5.0,5.0,5.0,5.0,8.0,5.0
209,8.0,8.0,8.0,8.0,8.0,8.0
210,5.0,5.0,5.0,8.0,8.0,5.0
211,5.0,5.0,8.0,8.0,8.0,8.0
212,8.0,8.0,8.0,8.0,8.0,8.0
213,8.0,8.0,8.0,8.0,8.0,8.0
214,8.0,8.0,8.0,8.0,8.0,8.0
215,5.0,5.0,8.0,8.0,8.0,8.0
216,5.0,5.0,5.0,8.0,8.0,10.0
217,5.0,5.0,5.0,5.0,5.0,5.0
218,8.0,8.0,8.0,8.0,8.0,8.0
219,8.0,8.0,8.0,8.0,8.0,8.0
220,8.0,8.0,8.0,8.0,8.0,8.0
221,8.0,8.0,8.0,8.0,8.0,8.0
222,8.0,8.0,8.0,8.0,8.0,8.0
223,8.0,8.0,8.0,8.0,8.0,8.0
224,8.0,8.0,8.0,8.0,8.0,8.0
225,8.0,5.0,5.0,5.0,5.0,5.0
226,5.0,5.0,8.0,8.0,8.0,8.0
227,8.0,8.0,8.0,8.0,8.0,8.0
228,8.0,8.0,8.0,8.0,8.0,8.0
229,8.0,8.0,8.0,8.0,8.0,8.0
230,7.0,5.0,5.0,9.0,8.0,7.0
231,8.0,8.0,8.0,8.0,8.0,8.0
232,8.0,8.0,8.0,8.0,8.0,8.0
233,8.0,8.0,8.0,8.0,8.0,8.0
234,8.0,8.0,8.0,8.0,8.0,5.0
235,8.0,5.0,8.0,8.0,8.0,5.0
236,5.0,8.0,8.0,8.0,8.0,8.0
237,5.0,5.0,8.0,5.0,8.0,5.0
238,8.0,8.0,8.0,8.0,8.0,8.0
239,5.0,8.0,8.0,5.0,8.0,5.0
240,8.0,8.0,8.0,8.0,8.0,8.0
241,8.0,8.0,8.0,8.0,8.0,8.0
242,5.0,5.0,7.0,8.0,5.0,5.0
243,8.0,8.0,8.0,8.0,8.0,8.0
244,5.0,5.0,8.0,8.0,8.0,8.0
245,8.0,8.0,8.0,8.0,8.0,8.0
246,5.0,5.0,5.0,8.0,8.0,8.0
247,5.0,5.0,5.0,8.0,8.0,8.0
248,8.0,8.0,8.0,8.0,8.0,8.0
249,8.0,8.0,8.0,8.0,8.0,8.0
250,5.0,5.0,8.0,8.0,8.0,10.0
251,8.0,8.0,8.0,8.0,8.0,8.0
252,8.0,8.0,8.0,8.0,8.0,8.0
253,5.0,5.0,5.0,8.0,5.0,8.0
254,8.0,8.0,8.0,8.0,8.0,8.0
255,5.0,5.0,8.0,8.0,8.0,10.0
256,8.0,8.0,8.0,8.0,8.0,8.0
257,8.0,8.0,8.0,8.0,8.0,8.0
258,5.0,5.0,5.0,5.0,5.0,5.0
259,8.0,8.0,8.0,8.0,8.0,8.0
260,8.0,8.0,8.0,8.0,8.0,8.0
261,8.0,8.0,8.0,8.0,8.0,8.0
262,8.0,8.0,8.0,8.0,8.0,8.0
263,8.0,8.0,8.0,8.0,8.0,8.0
264,5.0,8.0,8.0,8.0,8.0,8.0
265,8.0,8.0,8.0,8.0,8.0,8.0
266,5.0,5.0,8.0,8.0,8.0,10.0
267,8.0,8.0,8.0,8.0,8.0,8.0
268,5.0,5.0,8.0,5.0,8.0,5.0
269,8.0,8.0,8.0,8.0,8.0,8.0
