Conversation_Id,Clinical Accuracy & Safety_Rating,Clarity & Understandability_Rating,Actionability_Rating,Empathy & Supportiveness_Rating,Adaptability & Personalization_Rating,Trustworthiness & Ethical Communication_Rating
46,8.0,6.0,6.0,9.0,8.0,8.0
47,6.0,8.0,6.0,10.0,8.0,8.0
48,7.0,8.0,6.0,9.0,8.0,8.0
49,8.0,8.0,8.0,9.0,8.0,9.0
50,5.0,7.0,4.0,9.0,7.0,7.0
51,4.0,6.0,4.0,9.0,7.0,8.0
52,6.0,8.0,6.0,9.0,9.0,8.0
53,8.0,8.0,8.0,9.0,8.0,9.0
54,7.0,7.0,6.0,10.0,8.0,8.0
55,7.0,8.0,7.0,9.0,8.0,8.0
56,6.0,6.0,5.0,9.0,6.0,7.0
57,6.0,7.0,6.0,9.0,8.0,8.0
58,7.0,7.0,8.0,9.0,8.0,8.0
59,4.0,6.0,5.0,9.0,7.0,7.0
60,6.0,7.0,5.0,9.0,7.0,8.0
61,6.0,8.0,7.0,10.0,8.0,9.0
62,4.0,6.0,4.0,10.0,8.0,9.0
63,8.0,8.0,7.0,10.0,9.0,9.0
64,4.0,4.0,4.0,9.0,4.0,6.0
65,4.0,4.0,3.0,4.0,4.0,4.0
66,4.0,7.0,6.0,9.0,7.0,7.0
67,4.0,5.0,4.0,8.0,5.0,6.0
68,4.0,5.0,4.0,9.0,7.0,6.0
69,6.0,7.0,5.0,9.0,8.0,8.0
70,8.0,8.0,4.0,10.0,9.0,9.0
71,4.0,4.0,4.0,6.0,4.0,4.0
72,8.0,8.0,8.0,10.0,8.0,9.0
73,6.0,7.0,6.0,9.0,8.0,8.0
74,6.0,7.0,5.0,9.0,8.0,8.0
75,3.0,4.0,4.0,4.0,4.0,4.0
76,4.0,5.0,4.0,7.0,4.0,4.0
77,7.0,8.0,6.0,9.0,8.0,9.0
78,6.0,7.0,8.0,9.0,8.0,8.0
79,7.0,8.0,8.0,10.0,9.0,9.0
80,3.0,4.0,4.0,9.0,6.0,6.0
81,4.0,5.0,4.0,9.0,7.0,6.0
82,8.0,8.0,6.0,9.0,8.0,8.0
83,7.0,8.0,6.0,9.0,8.0,8.0
84,4.0,5.0,4.0,7.0,4.0,4.0
85,5.0,6.0,4.0,9.0,7.0,7.0
86,7.0,7.0,4.0,10.0,8.0,8.0
87,4.0,4.0,4.0,9.0,5.0,6.0
88,4.0,5.0,4.0,9.0,6.0,6.0
89,4.0,6.0,4.0,9.0,5.0,6.0
90,6.0,7.0,4.0,9.0,8.0,7.0
91,4.0,4.0,4.0,6.0,4.0,4.0
92,4.0,4.0,3.0,9.0,6.0,4.0
93,6.0,7.0,6.0,9.0,7.0,8.0
94,5.0,6.0,5.0,9.0,6.0,6.0
95,6.0,7.0,6.0,10.0,8.0,8.0
96,4.0,4.0,4.0,8.0,4.0,4.0
97,7.0,8.0,6.0,9.0,8.0,9.0
98,6.0,8.0,6.0,10.0,9.0,9.0
99,6.0,7.0,4.0,9.0,8.0,8.0
100,4.0,7.0,4.0,10.0,8.0,8.0
101,6.0,7.0,6.0,10.0,7.0,8.0
102,6.0,7.0,4.0,9.0,7.0,7.0
103,3.0,3.0,3.0,4.0,3.0,3.0
104,6.0,7.0,4.0,9.0,7.0,8.0
105,7.0,7.0,5.0,9.0,7.0,8.0
106,5.0,5.0,4.0,7.0,4.0,6.0
107,6.0,7.0,6.0,9.0,8.0,8.0
108,8.0,8.0,8.0,10.0,9.0,9.0
109,5.0,4.0,5.0,9.0,7.0,7.0
110,6.0,7.0,4.0,10.0,9.0,8.0
111,4.0,5.0,4.0,9.0,5.0,5.0
112,5.0,6.0,6.0,9.0,7.0,8.0
113,4.0,6.0,4.0,9.0,7.0,7.0
114,4.0,4.0,4.0,9.0,6.0,6.0
115,8.0,8.0,7.0,10.0,8.0,8.0
116,4.0,6.0,4.0,8.0,6.0,7.0
117,4.0,4.0,4.0,8.0,4.0,4.0
118,4.0,5.0,4.0,8.0,4.0,6.0
119,7.0,7.0,7.0,9.0,7.0,8.0
120,4.0,6.0,5.0,9.0,5.0,6.0
121,6.0,8.0,5.0,9.0,7.0,8.0
122,4.0,6.0,4.0,10.0,6.0,7.0
123,3.0,4.0,4.0,8.0,4.0,4.0
124,6.0,7.0,6.0,9.0,8.0,7.0
125,7.0,8.0,7.0,9.0,8.0,8.0
126,6.0,8.0,6.0,9.0,8.0,8.0
127,6.0,7.0,4.0,9.0,6.0,7.0
128,8.0,8.0,8.0,10.0,8.0,9.0
129,6.0,6.0,5.0,9.0,7.0,8.0
130,4.0,6.0,4.0,9.0,4.0,4.0
131,5.0,7.0,6.0,10.0,6.0,6.0
132,4.0,5.0,4.0,8.0,5.0,6.0
133,5.0,6.0,4.0,9.0,6.0,7.0
134,4.0,6.0,4.0,9.0,6.0,7.0
135,5.0,7.0,6.0,10.0,8.0,8.0
136,5.0,7.0,6.0,9.0,6.0,7.0
137,4.0,5.0,3.0,9.0,4.0,4.0
138,6.0,7.0,5.0,9.0,7.0,8.0
139,6.0,7.0,7.0,10.0,8.0,8.0
140,4.0,7.0,4.0,9.0,8.0,8.0
141,5.0,7.0,5.0,9.0,7.0,8.0
142,4.0,6.0,4.0,9.0,6.0,7.0
143,4.0,6.0,6.0,10.0,8.0,8.0
144,7.0,8.0,6.0,9.0,8.0,8.0
145,8.0,8.0,7.0,9.0,8.0,9.0
146,4.0,6.0,6.0,9.0,6.0,8.0
147,4.0,6.0,4.0,9.0,8.0,7.0
148,3.0,4.0,4.0,10.0,6.0,6.0
149,6.0,7.0,4.0,9.0,7.0,8.0
150,3.0,5.0,4.0,9.0,5.0,4.0
151,4.0,6.0,4.0,9.0,5.0,7.0
152,4.0,4.0,3.0,4.0,4.0,4.0
153,4.0,7.0,5.0,9.0,7.0,8.0
154,6.0,7.0,4.0,9.0,7.0,8.0
155,4.0,7.0,6.0,9.0,7.0,7.0
156,5.0,7.0,5.0,9.0,6.0,7.0
157,5.0,6.0,4.0,9.0,7.0,7.0
158,5.0,7.0,5.0,9.0,7.0,7.0
159,6.0,6.0,6.0,9.0,8.0,7.0
160,4.0,5.0,4.0,9.0,6.0,7.0
161,2.0,4.0,3.0,8.0,4.0,3.0
162,7.0,8.0,6.0,9.0,9.0,9.0
163,6.0,6.0,5.0,9.0,8.0,8.0
164,6.0,7.0,7.0,10.0,8.0,8.0
165,6.0,6.0,4.0,9.0,6.0,8.0
166,8.0,8.0,7.0,9.0,8.0,9.0
167,3.0,4.0,3.0,5.0,3.0,4.0
168,4.0,6.0,4.0,9.0,6.0,6.0
169,4.0,5.0,4.0,9.0,6.0,5.0
170,4.0,4.0,4.0,6.0,4.0,5.0
171,4.0,5.0,4.0,8.0,4.0,6.0
172,6.0,7.0,6.0,9.0,7.0,7.0
173,6.0,6.0,6.0,9.0,7.0,8.0
174,3.0,4.0,3.0,9.0,6.0,5.0
175,4.0,6.0,4.0,9.0,6.0,8.0
176,4.0,5.0,4.0,9.0,5.0,6.0
177,5.0,7.0,4.0,9.0,8.0,8.0
178,5.0,6.0,6.0,9.0,7.0,7.0
179,8.0,8.0,6.0,9.0,8.0,8.0
180,6.0,6.0,6.0,9.0,6.0,7.0
181,6.0,7.0,4.0,9.0,8.0,8.0
182,6.0,7.0,5.0,9.0,8.0,8.0
183,5.0,7.0,4.0,9.0,7.0,7.0
184,4.0,4.0,4.0,9.0,5.0,7.0
185,7.0,7.0,5.0,9.0,8.0,8.0
186,6.0,8.0,7.0,10.0,8.0,8.0
187,4.0,5.0,4.0,9.0,5.0,6.0
188,6.0,6.0,4.0,9.0,8.0,7.0
189,8.0,8.0,7.0,10.0,9.0,8.0
190,4.0,6.0,4.0,9.0,7.0,8.0
191,6.0,6.0,6.0,9.0,6.0,7.0
192,6.0,7.0,4.0,9.0,8.0,8.0
193,4.0,5.0,4.0,8.0,4.0,4.0
194,4.0,6.0,4.0,9.0,8.0,8.0
195,7.0,7.0,7.0,10.0,8.0,8.0
196,6.0,7.0,6.0,9.0,7.0,8.0
197,4.0,5.0,4.0,8.0,4.0,6.0
198,8.0,8.0,6.0,10.0,9.0,9.0
199,4.0,5.0,4.0,9.0,4.0,6.0
200,4.0,4.0,4.0,5.0,3.0,4.0
201,4.0,6.0,4.0,7.0,4.0,4.0
202,7.0,7.0,6.0,9.0,8.0,8.0
203,6.0,7.0,6.0,9.0,8.0,8.0
204,7.0,8.0,6.0,9.0,8.0,8.0
205,4.0,4.0,4.0,9.0,5.0,5.0
206,6.0,8.0,7.0,9.0,8.0,8.0
207,4.0,6.0,5.0,8.0,7.0,7.0
208,6.0,8.0,6.0,9.0,9.0,8.0
209,5.0,6.0,4.0,9.0,6.0,7.0
210,7.0,8.0,6.0,10.0,8.0,9.0
211,3.0,4.0,3.0,9.0,7.0,5.0
212,5.0,7.0,4.0,9.0,7.0,8.0
213,4.0,5.0,4.0,4.0,3.0,4.0
214,4.0,6.0,4.0,10.0,8.0,8.0
215,8.0,8.0,8.0,10.0,9.0,9.0
216,4.0,6.0,4.0,9.0,6.0,6.0
217,7.0,8.0,6.0,9.0,8.0,8.0
218,3.0,4.0,4.0,8.0,4.0,4.0
219,4.0,5.0,4.0,9.0,6.0,7.0
220,4.0,7.0,8.0,9.0,8.0,8.0
221,8.0,8.0,6.0,10.0,8.0,9.0
222,4.0,6.0,4.0,10.0,7.0,8.0
223,4.0,6.0,4.0,9.0,7.0,7.0
224,4.0,6.0,5.0,9.0,8.0,8.0
225,8.0,8.0,8.0,10.0,8.0,9.0
226,8.0,8.0,8.0,9.0,8.0,9.0
227,4.0,5.0,4.0,8.0,4.0,5.0
228,6.0,7.0,7.0,9.0,8.0,8.0
229,7.0,8.0,7.0,9.0,8.0,8.0
230,4.0,6.0,7.0,9.0,8.0,8.0
231,4.0,6.0,4.0,9.0,7.0,6.0
232,4.0,4.0,4.0,8.0,4.0,5.0
233,4.0,4.0,3.0,4.0,3.0,4.0
234,4.0,4.0,4.0,8.0,5.0,7.0
235,4.0,6.0,4.0,9.0,6.0,6.0
236,7.0,8.0,8.0,10.0,9.0,9.0
237,6.0,8.0,7.0,10.0,8.0,8.0
238,5.0,6.0,4.0,8.0,5.0,6.0
239,7.0,7.0,4.0,9.0,7.0,8.0
240,4.0,5.0,5.0,9.0,7.0,8.0
241,3.0,4.0,3.0,8.0,4.0,4.0
242,6.0,8.0,5.0,10.0,8.0,8.0
243,4.0,6.0,4.0,9.0,6.0,7.0
244,5.0,6.0,4.0,9.0,6.0,7.0
245,4.0,6.0,4.0,9.0,6.0,6.0
246,7.0,8.0,6.0,9.0,8.0,9.0
247,6.0,7.0,4.0,9.0,7.0,7.0
248,6.0,7.0,6.0,9.0,7.0,8.0
249,4.0,5.0,4.0,9.0,6.0,7.0
250,6.0,7.0,4.0,9.0,8.0,7.0
251,5.0,6.0,5.0,9.0,7.0,7.0
252,7.0,7.0,6.0,9.0,8.0,7.0
253,8.0,7.0,7.0,9.0,8.0,9.0
254,3.0,4.0,3.0,4.0,3.0,3.0
255,7.0,8.0,6.0,9.0,8.0,8.0
256,6.0,8.0,7.0,9.0,8.0,8.0
257,3.0,3.0,3.0,4.0,2.0,3.0
258,6.0,7.0,5.0,10.0,8.0,9.0
259,4.0,6.0,4.0,8.0,5.0,6.0
260,5.0,7.0,5.0,9.0,8.0,8.0
261,5.0,6.0,4.0,9.0,6.0,6.0
262,4.0,5.0,4.0,8.0,4.0,6.0
263,4.0,4.0,4.0,8.0,4.0,6.0
264,6.0,7.0,6.0,9.0,8.0,8.0
265,3.0,6.0,4.0,10.0,8.0,8.0
266,6.0,7.0,4.0,10.0,9.0,8.0
267,7.0,8.0,6.0,9.0,8.0,8.0
268,4.0,8.0,6.0,10.0,8.0,8.0
269,4.0,6.0,4.0,9.0,6.0,7.0
270,8.0,8.0,8.0,10.0,9.0,9.0
271,5.0,6.0,4.0,9.0,6.0,8.0
272,4.0,6.0,6.0,9.0,7.0,6.0
273,4.0,7.0,4.0,10.0,8.0,8.0
274,6.0,7.0,5.0,9.0,8.0,8.0
275,5.0,6.0,4.0,9.0,7.0,7.0
276,5.0,6.0,4.0,9.0,7.0,7.0
277,4.0,6.0,4.0,9.0,6.0,7.0
278,7.0,7.0,6.0,9.0,7.0,7.0
279,6.0,7.0,5.0,9.0,8.0,8.0
280,6.0,7.0,4.0,9.0,8.0,8.0
281,5.0,6.0,4.0,9.0,8.0,8.0
282,6.0,8.0,6.0,10.0,8.0,8.0
283,7.0,8.0,6.0,10.0,8.0,8.0
284,4.0,5.0,4.0,8.0,6.0,5.0
285,7.0,8.0,6.0,10.0,8.0,8.0
286,6.0,7.0,4.0,9.0,8.0,8.0
287,4.0,6.0,5.0,10.0,5.0,7.0
288,5.0,6.0,6.0,9.0,7.0,8.0
289,4.0,6.0,4.0,9.0,8.0,7.0
290,4.0,6.0,4.0,9.0,6.0,7.0
291,8.0,8.0,8.0,10.0,8.0,8.0
292,7.0,8.0,7.0,9.0,9.0,8.0
293,6.0,6.0,4.0,9.0,4.0,7.0
294,7.0,8.0,7.0,9.0,8.0,9.0
295,6.0,7.0,4.0,9.0,7.0,7.0
296,4.0,6.0,4.0,9.0,6.0,7.0
297,4.0,4.0,4.0,8.0,4.0,4.0
298,6.0,6.0,4.0,9.0,6.0,7.0
299,7.0,7.0,6.0,9.0,8.0,8.0
300,4.0,4.0,4.0,8.0,4.0,6.0
301,3.0,4.0,4.0,9.0,6.0,6.0
302,8.0,8.0,7.0,10.0,8.0,8.0
303,3.0,4.0,4.0,9.0,4.0,5.0
304,6.0,7.0,6.0,9.0,8.0,9.0
305,4.0,4.0,3.0,5.0,4.0,4.0
306,3.0,5.0,4.0,10.0,6.0,6.0
307,7.0,8.0,7.0,10.0,8.0,8.0
308,8.0,8.0,6.0,10.0,9.0,9.0
309,7.0,8.0,6.0,9.0,6.0,8.0
310,6.0,8.0,8.0,10.0,8.0,8.0
311,7.0,8.0,7.0,10.0,8.0,8.0
312,6.0,6.0,6.0,9.0,8.0,8.0
313,5.0,6.0,4.0,9.0,7.0,7.0
314,4.0,5.0,4.0,9.0,5.0,6.0
315,4.0,4.0,3.0,5.0,3.0,4.0
316,3.0,5.0,4.0,10.0,7.0,6.0
317,4.0,6.0,4.0,8.0,4.0,6.0
318,5.0,6.0,5.0,9.0,6.0,6.0
319,6.0,6.0,5.0,9.0,6.0,8.0
320,6.0,8.0,7.0,10.0,8.0,8.0
321,8.0,8.0,8.0,9.0,9.0,9.0
322,4.0,4.0,4.0,7.0,4.0,4.0
323,8.0,7.0,8.0,9.0,8.0,8.0
324,4.0,6.0,4.0,9.0,7.0,7.0
325,4.0,5.0,5.0,9.0,5.0,6.0
326,4.0,5.0,4.0,9.0,5.0,5.0
327,6.0,7.0,6.0,9.0,8.0,8.0
328,4.0,4.0,4.0,9.0,4.0,4.0
329,6.0,6.0,4.0,10.0,8.0,8.0
330,7.0,5.0,6.0,9.0,8.0,8.0
331,8.0,8.0,7.0,9.0,8.0,8.0
332,8.0,8.0,7.0,10.0,8.0,9.0
333,4.0,5.0,4.0,8.0,4.0,6.0
334,4.0,6.0,6.0,9.0,7.0,7.0
335,5.0,8.0,6.0,10.0,8.0,8.0
336,7.0,8.0,7.0,9.0,8.0,8.0
337,4.0,6.0,4.0,10.0,8.0,8.0
338,3.0,4.0,4.0,10.0,5.0,4.0
339,5.0,6.0,4.0,9.0,7.0,7.0
340,4.0,7.0,5.0,9.0,8.0,8.0
341,6.0,8.0,5.0,9.0,8.0,8.0
342,4.0,4.0,4.0,8.0,5.0,5.0
343,5.0,7.0,4.0,9.0,7.0,7.0
344,7.0,7.0,4.0,9.0,7.0,8.0
345,6.0,7.0,6.0,10.0,9.0,9.0
346,6.0,6.0,7.0,9.0,7.0,8.0
347,5.0,6.0,4.0,9.0,8.0,7.0
348,4.0,4.0,3.0,4.0,4.0,4.0
349,6.0,7.0,6.0,9.0,8.0,8.0
350,8.0,8.0,9.0,9.0,9.0,9.0
351,6.0,6.0,6.0,9.0,6.0,7.0
352,6.0,8.0,5.0,9.0,8.0,8.0
353,4.0,4.0,4.0,8.0,4.0,4.0
354,3.0,6.0,3.0,10.0,8.0,7.0
355,2.0,4.0,3.0,10.0,7.0,6.0
356,4.0,6.0,4.0,8.0,4.0,6.0
357,4.0,6.0,4.0,9.0,7.0,7.0
358,5.0,7.0,5.0,9.0,8.0,8.0
359,3.0,4.0,3.0,6.0,4.0,4.0
360,7.0,8.0,6.0,9.0,8.0,8.0
361,5.0,6.0,4.0,9.0,6.0,6.0
362,4.0,5.0,4.0,9.0,4.0,6.0
363,7.0,8.0,8.0,10.0,9.0,8.0
364,4.0,5.0,4.0,9.0,4.0,7.0
365,4.0,6.0,4.0,9.0,4.0,4.0
366,3.0,4.0,3.0,5.0,3.0,4.0
367,8.0,8.0,7.0,10.0,8.0,9.0
368,6.0,6.0,6.0,10.0,8.0,8.0
369,4.0,5.0,4.0,8.0,6.0,6.0
370,5.0,6.0,4.0,9.0,5.0,7.0
371,7.0,8.0,6.0,9.0,8.0,8.0
372,3.0,4.0,3.0,8.0,4.0,4.0
373,6.0,6.0,6.0,9.0,7.0,7.0
374,7.0,7.0,7.0,9.0,8.0,8.0
375,6.0,6.0,4.0,9.0,6.0,6.0
376,8.0,8.0,8.0,9.0,8.0,8.0
377,4.0,6.0,4.0,9.0,6.0,7.0
378,7.0,8.0,7.0,9.0,8.0,8.0
379,4.0,5.0,4.0,7.0,5.0,6.0
380,4.0,4.0,4.0,9.0,4.0,7.0
381,4.0,5.0,4.0,9.0,5.0,5.0
382,7.0,8.0,6.0,9.0,8.0,8.0
383,3.0,4.0,3.0,8.0,4.0,6.0
384,5.0,6.0,4.0,9.0,7.0,8.0
385,7.0,8.0,6.0,10.0,8.0,8.0
386,4.0,7.0,4.0,9.0,8.0,7.0
387,8.0,8.0,7.0,10.0,9.0,9.0
388,4.0,4.0,4.0,9.0,4.0,7.0
389,5.0,6.0,4.0,9.0,8.0,8.0
390,7.0,8.0,6.0,10.0,8.0,9.0
391,8.0,8.0,7.0,9.0,8.0,8.0
392,6.0,7.0,5.0,9.0,7.0,7.0
393,6.0,7.0,7.0,9.0,8.0,8.0
394,6.0,6.0,4.0,8.0,5.0,6.0
395,4.0,7.0,6.0,9.0,7.0,8.0
396,6.0,7.0,6.0,8.0,7.0,7.0
397,6.0,7.0,7.0,9.0,8.0,7.0
398,6.0,7.0,5.0,9.0,7.0,8.0
399,5.0,6.0,4.0,9.0,6.0,7.0
400,8.0,8.0,8.0,10.0,9.0,9.0
401,7.0,7.0,4.0,9.0,8.0,8.0
402,7.0,7.0,4.0,9.0,8.0,8.0
403,2.0,3.0,2.0,3.0,2.0,3.0
404,7.0,8.0,5.0,10.0,9.0,9.0
405,4.0,5.0,4.0,6.0,4.0,5.0
406,4.0,8.0,6.0,10.0,8.0,8.0
407,7.0,8.0,8.0,9.0,8.0,8.0
408,3.0,6.0,4.0,7.0,5.0,5.0
409,7.0,8.0,7.0,9.0,8.0,8.0
410,5.0,6.0,6.0,9.0,7.0,7.0
411,4.0,4.0,4.0,8.0,4.0,5.0
412,4.0,6.0,4.0,9.0,7.0,8.0
413,4.0,6.0,4.0,9.0,8.0,6.0
414,8.0,8.0,7.0,9.0,8.0,8.0
415,7.0,8.0,5.0,10.0,9.0,8.0
416,4.0,6.0,4.0,9.0,6.0,6.0
417,4.0,7.0,4.0,10.0,8.0,8.0
418,4.0,4.0,4.0,7.0,4.0,4.0
419,4.0,4.0,4.0,7.0,4.0,4.0
420,6.0,7.0,6.0,9.0,8.0,8.0
421,6.0,7.0,5.0,10.0,8.0,8.0
422,5.0,6.0,5.0,9.0,8.0,7.0
423,7.0,8.0,7.0,9.0,8.0,8.0
424,4.0,6.0,4.0,6.0,4.0,4.0
425,6.0,8.0,4.0,10.0,8.0,8.0
426,7.0,8.0,7.0,9.0,8.0,9.0
427,5.0,6.0,4.0,9.0,7.0,8.0
428,5.0,6.0,4.0,9.0,8.0,8.0
429,7.0,7.0,6.0,9.0,7.0,8.0
430,5.0,7.0,5.0,9.0,8.0,8.0
431,6.0,7.0,4.0,9.0,8.0,8.0
432,4.0,4.0,4.0,8.0,4.0,4.0
433,3.0,4.0,4.0,8.0,4.0,4.0
434,7.0,7.0,5.0,10.0,8.0,8.0
435,5.0,6.0,6.0,9.0,8.0,8.0
436,4.0,6.0,6.0,9.0,8.0,9.0
437,5.0,7.0,6.0,10.0,8.0,8.0
438,4.0,6.0,4.0,9.0,7.0,6.0
439,7.0,7.0,6.0,9.0,8.0,9.0
440,3.0,4.0,3.0,6.0,4.0,4.0
441,4.0,7.0,4.0,9.0,7.0,8.0
442,7.0,8.0,6.0,9.0,8.0,8.0
443,5.0,7.0,4.0,9.0,7.0,8.0
444,4.0,6.0,5.0,9.0,7.0,8.0
445,4.0,4.0,4.0,8.0,4.0,4.0
446,4.0,4.0,4.0,8.0,4.0,6.0
447,6.0,7.0,4.0,10.0,8.0,8.0
448,6.0,7.0,6.0,9.0,8.0,8.0
449,7.0,8.0,5.0,9.0,8.0,8.0
450,4.0,4.0,4.0,6.0,4.0,4.0
451,6.0,8.0,8.0,10.0,8.0,8.0
452,4.0,5.0,4.0,9.0,7.0,7.0
453,3.0,4.0,3.0,4.0,3.0,4.0
454,6.0,7.0,6.0,9.0,8.0,8.0
455,6.0,7.0,6.0,9.0,7.0,7.0
456,4.0,4.0,4.0,10.0,7.0,6.0
457,4.0,5.0,4.0,8.0,6.0,6.0
458,5.0,8.0,4.0,9.0,6.0,7.0
459,4.0,6.0,4.0,9.0,7.0,7.0
460,4.0,6.0,4.0,8.0,4.0,6.0
461,3.0,4.0,3.0,9.0,4.0,5.0
462,7.0,8.0,7.0,10.0,9.0,9.0
463,5.0,5.0,4.0,7.0,4.0,4.0
464,7.0,8.0,6.0,10.0,8.0,8.0
465,4.0,4.0,4.0,6.0,4.0,4.0
466,8.0,8.0,8.0,10.0,9.0,9.0
467,7.0,7.0,7.0,9.0,8.0,8.0
468,4.0,5.0,4.0,6.0,4.0,5.0
469,4.0,7.0,4.0,9.0,7.0,7.0
470,3.0,4.0,4.0,9.0,4.0,8.0
471,4.0,5.0,4.0,8.0,5.0,6.0
472,6.0,7.0,4.0,10.0,8.0,9.0
473,4.0,4.0,3.0,4.0,3.0,4.0
474,6.0,6.0,5.0,9.0,8.0,8.0
475,4.0,6.0,4.0,9.0,7.0,6.0
476,4.0,8.0,4.0,9.0,8.0,8.0
477,6.0,6.0,6.0,8.0,6.0,6.0
478,7.0,8.0,6.0,10.0,8.0,8.0
479,6.0,8.0,6.0,10.0,8.0,9.0
480,4.0,7.0,4.0,9.0,6.0,8.0
481,4.0,6.0,4.0,9.0,7.0,7.0
482,3.0,4.0,4.0,9.0,6.0,5.0
483,8.0,8.0,6.0,9.0,8.0,8.0
484,6.0,7.0,6.0,9.0,7.0,8.0
485,4.0,6.0,4.0,8.0,6.0,6.0
486,3.0,4.0,3.0,9.0,4.0,4.0
487,6.0,7.0,6.0,10.0,9.0,9.0
488,6.0,7.0,4.0,9.0,8.0,8.0
489,6.0,6.0,5.0,9.0,6.0,7.0
490,4.0,7.0,6.0,9.0,7.0,7.0
491,5.0,6.0,4.0,9.0,7.0,7.0
492,6.0,7.0,6.0,9.0,7.0,8.0
493,7.0,8.0,8.0,9.0,8.0,8.0
494,7.0,6.0,6.0,9.0,8.0,8.0
495,4.0,5.0,6.0,9.0,6.0,7.0
496,3.0,8.0,4.0,9.0,7.0,8.0
497,7.0,8.0,7.0,9.0,8.0,8.0
498,5.0,7.0,4.0,9.0,6.0,7.0
499,4.0,5.0,4.0,8.0,4.0,5.0
