Conversation_Id,Clinical Accuracy & Safety_Rating,Clarity & Understandability_Rating,Actionability_Rating,Empathy & Supportiveness_Rating,Adaptability & Personalization_Rating,Trustworthiness & Ethical Communication_Rating
149,4.0,4.0,4.0,6.0,4.0,4.0
150,2.0,3.0,2.0,4.0,3.0,2.0
151,3.0,4.0,3.0,4.0,3.0,4.0
152,4.0,4.0,2.0,3.0,3.0,4.0
153,3.0,4.0,3.0,4.0,3.0,3.0
154,4.0,4.0,3.0,7.0,4.0,4.0
155,2.0,3.0,2.0,4.0,3.0,3.0
156,3.0,4.0,3.0,4.0,3.0,4.0
157,4.0,4.0,3.0,6.0,3.0,4.0
158,3.0,3.0,2.0,3.0,3.0,3.0
159,3.0,3.0,2.0,3.0,3.0,3.0
160,3.0,4.0,3.0,6.0,3.0,3.0
161,3.0,4.0,3.0,4.0,3.0,4.0
162,4.0,5.0,4.0,7.0,5.0,5.0
163,3.0,4.0,3.0,7.0,4.0,4.0
164,4.0,4.0,3.0,4.0,3.0,4.0
165,3.0,4.0,3.0,4.0,4.0,4.0
166,3.0,4.0,3.0,4.0,3.0,3.0
167,2.0,3.0,1.0,3.0,2.0,2.0
168,2.0,3.0,2.0,4.0,3.0,4.0
169,3.0,4.0,3.0,5.0,4.0,4.0
170,2.0,3.0,2.0,3.0,2.0,3.0
171,3.0,4.0,3.0,4.0,4.0,4.0
172,4.0,4.0,3.0,4.0,3.0,4.0
173,3.0,4.0,3.0,4.0,3.0,3.0
174,2.0,4.0,3.0,4.0,3.0,3.0
175,3.0,4.0,2.0,4.0,3.0,3.0
176,3.0,4.0,3.0,8.0,4.0,4.0
177,4.0,4.0,3.0,4.0,3.0,4.0
178,4.0,4.0,3.0,4.0,3.0,3.0
179,3.0,3.0,2.0,3.0,3.0,3.0
180,4.0,4.0,3.0,4.0,4.0,4.0
181,3.0,3.0,2.0,4.0,3.0,3.0
182,4.0,5.0,4.0,7.0,4.0,6.0
183,3.0,4.0,2.0,4.0,3.0,3.0
184,3.0,4.0,3.0,4.0,3.0,4.0
185,3.0,4.0,2.0,6.0,3.0,4.0
186,3.0,4.0,3.0,9.0,4.0,4.0
187,2.0,4.0,2.0,4.0,3.0,3.0
188,3.0,4.0,2.0,4.0,3.0,4.0
189,4.0,4.0,3.0,5.0,4.0,5.0
190,3.0,4.0,3.0,9.0,6.0,5.0
191,3.0,4.0,3.0,4.0,3.0,4.0
192,4.0,4.0,3.0,7.0,5.0,4.0
193,3.0,3.0,2.0,4.0,3.0,3.0
194,3.0,4.0,2.0,4.0,3.0,4.0
195,3.0,3.0,3.0,4.0,3.0,3.0
196,4.0,4.0,3.0,4.0,4.0,4.0
197,3.0,3.0,2.0,5.0,3.0,4.0
198,4.0,4.0,3.0,5.0,4.0,4.0
199,2.0,3.0,2.0,4.0,3.0,3.0
200,2.0,3.0,1.0,3.0,2.0,2.0
201,3.0,4.0,2.0,4.0,3.0,3.0
202,4.0,4.0,4.0,8.0,6.0,4.0
203,4.0,5.0,4.0,4.0,4.0,4.0
204,3.0,4.0,3.0,7.0,4.0,4.0
205,3.0,3.0,2.0,4.0,3.0,4.0
206,3.0,4.0,4.0,4.0,4.0,4.0
207,3.0,4.0,2.0,3.0,3.0,3.0
208,5.0,6.0,4.0,9.0,8.0,7.0
209,4.0,4.0,4.0,6.0,4.0,4.0
210,4.0,5.0,4.0,7.0,4.0,6.0
211,3.0,4.0,2.0,8.0,4.0,4.0
212,4.0,6.0,3.0,9.0,6.0,7.0
213,4.0,4.0,3.0,4.0,3.0,4.0
214,3.0,4.0,2.0,3.0,3.0,3.0
215,3.0,4.0,4.0,6.0,4.0,4.0
216,3.0,3.0,2.0,4.0,3.0,3.0
217,3.0,4.0,4.0,7.0,4.0,4.0
218,4.0,4.0,4.0,6.0,4.0,4.0
219,3.0,4.0,3.0,4.0,4.0,4.0
220,4.0,4.0,4.0,4.0,3.0,4.0
221,3.0,3.0,2.0,3.0,3.0,3.0
222,2.0,3.0,1.0,3.0,2.0,3.0
223,4.0,4.0,3.0,4.0,3.0,4.0
224,4.0,3.0,2.0,3.0,3.0,3.0
225,4.0,4.0,3.0,4.0,4.0,4.0
226,4.0,7.0,4.0,9.0,6.0,6.0
227,2.0,3.0,1.0,3.0,2.0,3.0
228,3.0,4.0,3.0,8.0,4.0,4.0
229,3.0,4.0,3.0,4.0,3.0,4.0
230,4.0,4.0,4.0,7.0,4.0,4.0
231,4.0,4.0,3.0,6.0,4.0,4.0
232,4.0,4.0,3.0,6.0,4.0,4.0
233,2.0,3.0,2.0,3.0,3.0,3.0
234,4.0,4.0,4.0,8.0,4.0,4.0
235,3.0,3.0,2.0,3.0,3.0,2.0
236,4.0,4.0,3.0,7.0,4.0,4.0
237,3.0,4.0,3.0,4.0,3.0,3.0
238,2.0,3.0,1.0,2.0,3.0,3.0
239,4.0,4.0,3.0,5.0,4.0,4.0
240,3.0,4.0,2.0,8.0,4.0,4.0
241,4.0,4.0,3.0,6.0,4.0,4.0
242,4.0,5.0,3.0,7.0,4.0,4.0
243,3.0,3.0,2.0,4.0,3.0,4.0
244,3.0,4.0,2.0,4.0,3.0,4.0
245,4.0,4.0,3.0,6.0,4.0,4.0
246,4.0,4.0,3.0,5.0,5.0,6.0
247,2.0,3.0,2.0,3.0,3.0,3.0
248,3.0,4.0,3.0,6.0,4.0,4.0
249,3.0,3.0,2.0,3.0,2.0,3.0
250,4.0,4.0,3.0,4.0,4.0,4.0
251,4.0,5.0,4.0,6.0,4.0,5.0
252,4.0,4.0,3.0,5.0,4.0,4.0
253,3.0,4.0,2.0,4.0,3.0,3.0
254,3.0,3.0,1.0,2.0,2.0,3.0
255,3.0,4.0,2.0,8.0,4.0,4.0
256,3.0,4.0,2.0,4.0,3.0,3.0
257,2.0,3.0,2.0,3.0,2.0,3.0
258,4.0,4.0,3.0,4.0,3.0,4.0
259,2.0,3.0,1.0,2.0,2.0,2.0
260,4.0,4.0,3.0,4.0,4.0,4.0
261,3.0,4.0,3.0,6.0,4.0,4.0
262,3.0,4.0,3.0,5.0,4.0,4.0
263,3.0,3.0,2.0,4.0,3.0,4.0
264,3.0,4.0,3.0,3.0,3.0,3.0
265,3.0,4.0,3.0,6.0,4.0,4.0
266,4.0,4.0,4.0,8.0,7.0,6.0
267,4.0,3.0,2.0,3.0,2.0,3.0
268,3.0,3.0,2.0,4.0,3.0,3.0
269,2.0,3.0,2.0,4.0,3.0,4.0
270,4.0,5.0,4.0,8.0,4.0,6.0
271,4.0,4.0,4.0,4.0,4.0,4.0
272,4.0,6.0,4.0,8.0,4.0,6.0
273,4.0,5.0,4.0,9.0,4.0,4.0
274,4.0,4.0,3.0,4.0,4.0,4.0
275,3.0,3.0,2.0,4.0,3.0,3.0
276,3.0,4.0,2.0,4.0,3.0,4.0
277,3.0,4.0,3.0,6.0,3.0,4.0
278,3.0,4.0,3.0,5.0,4.0,4.0
279,2.0,3.0,2.0,3.0,3.0,3.0
280,4.0,4.0,3.0,7.0,4.0,4.0
281,3.0,5.0,3.0,6.0,4.0,4.0
282,3.0,3.0,3.0,4.0,3.0,3.0
283,4.0,4.0,3.0,4.0,4.0,4.0
284,4.0,4.0,3.0,4.0,4.0,4.0
285,4.0,4.0,4.0,7.0,4.0,4.0
286,2.0,4.0,3.0,5.0,3.0,4.0
287,3.0,4.0,3.0,6.0,4.0,4.0
288,3.0,4.0,3.0,5.0,3.0,3.0
289,4.0,4.0,4.0,6.0,4.0,4.0
290,3.0,3.0,3.0,4.0,3.0,4.0
291,4.0,4.0,3.0,5.0,4.0,4.0
292,3.0,3.0,2.0,3.0,3.0,3.0
293,4.0,4.0,3.0,6.0,4.0,5.0
294,4.0,4.0,3.0,6.0,4.0,4.0
295,4.0,5.0,3.0,8.0,3.0,4.0
296,3.0,4.0,3.0,4.0,4.0,4.0
297,2.0,3.0,1.0,3.0,2.0,3.0
298,4.0,4.0,4.0,4.0,4.0,3.0
299,3.0,3.0,2.0,3.0,3.0,3.0
300,4.0,4.0,4.0,7.0,4.0,4.0
301,3.0,4.0,3.0,4.0,4.0,4.0
302,3.0,4.0,2.0,4.0,3.0,3.0
303,1.0,3.0,2.0,5.0,3.0,3.0
304,4.0,5.0,3.0,8.0,4.0,4.0
305,2.0,2.0,2.0,2.0,2.0,2.0
306,1.0,3.0,2.0,4.0,3.0,3.0
307,3.0,4.0,3.0,7.0,4.0,4.0
308,4.0,5.0,4.0,8.0,6.0,6.0
309,4.0,4.0,3.0,5.0,4.0,4.0
310,3.0,4.0,3.0,6.0,4.0,4.0
311,3.0,5.0,4.0,9.0,4.0,4.0
312,2.0,3.0,2.0,4.0,2.0,3.0
313,3.0,4.0,3.0,6.0,3.0,4.0
314,3.0,4.0,2.0,4.0,3.0,4.0
315,2.0,3.0,2.0,3.0,3.0,3.0
316,3.0,4.0,2.0,8.0,4.0,4.0
317,4.0,4.0,3.0,4.0,3.0,3.0
318,4.0,4.0,2.0,4.0,3.0,4.0
319,3.0,4.0,3.0,6.0,4.0,4.0
320,4.0,5.0,4.0,5.0,4.0,4.0
321,4.0,4.0,3.0,4.0,4.0,4.0
322,3.0,3.0,2.0,4.0,3.0,4.0
323,4.0,4.0,3.0,4.0,3.0,3.0
324,4.0,4.0,3.0,6.0,4.0,4.0
325,3.0,4.0,3.0,8.0,4.0,4.0
326,3.0,3.0,2.0,3.0,3.0,3.0
327,3.0,4.0,3.0,4.0,3.0,3.0
328,4.0,4.0,4.0,7.0,4.0,5.0
329,3.0,4.0,3.0,4.0,4.0,4.0
330,4.0,4.0,3.0,6.0,4.0,5.0
331,4.0,4.0,3.0,4.0,3.0,4.0
332,4.0,4.0,3.0,4.0,3.0,4.0
333,3.0,3.0,2.0,4.0,3.0,3.0
334,4.0,4.0,3.0,5.0,4.0,4.0
335,3.0,3.0,1.0,3.0,2.0,3.0
336,4.0,4.0,4.0,6.0,4.0,4.0
337,3.0,4.0,2.0,3.0,3.0,3.0
338,4.0,4.0,4.0,6.0,4.0,4.0
339,4.0,4.0,3.0,4.0,3.0,4.0
340,3.0,4.0,3.0,7.0,4.0,4.0
341,4.0,4.0,3.0,4.0,3.0,3.0
342,3.0,3.0,2.0,4.0,3.0,4.0
343,4.0,4.0,4.0,6.0,4.0,4.0
344,4.0,4.0,3.0,4.0,3.0,4.0
345,5.0,6.0,4.0,8.0,5.0,6.0
346,3.0,3.0,2.0,5.0,3.0,4.0
347,3.0,3.0,2.0,6.0,3.0,4.0
348,4.0,4.0,3.0,6.0,4.0,4.0
349,4.0,6.0,4.0,9.0,6.0,7.0
350,4.0,4.0,4.0,4.0,4.0,4.0
351,4.0,4.0,3.0,5.0,4.0,4.0
352,4.0,4.0,3.0,4.0,3.0,4.0
353,2.0,3.0,2.0,3.0,2.0,3.0
354,4.0,5.0,4.0,9.0,7.0,7.0
355,3.0,4.0,3.0,7.0,6.0,4.0
356,3.0,4.0,3.0,7.0,4.0,4.0
357,3.0,4.0,3.0,4.0,3.0,4.0
358,3.0,3.0,2.0,6.0,3.0,3.0
359,2.0,2.0,2.0,2.0,2.0,2.0
360,3.0,3.0,2.0,3.0,2.0,3.0
361,4.0,4.0,3.0,6.0,4.0,4.0
362,3.0,3.0,1.0,3.0,3.0,3.0
363,3.0,4.0,2.0,4.0,3.0,3.0
364,2.0,4.0,3.0,6.0,4.0,4.0
365,4.0,4.0,4.0,4.0,3.0,4.0
366,2.0,2.0,1.0,2.0,1.0,3.0
367,4.0,4.0,4.0,8.0,6.0,6.0
368,4.0,4.0,3.0,7.0,4.0,4.0
369,2.0,3.0,2.0,3.0,2.0,3.0
370,2.0,3.0,2.0,4.0,3.0,3.0
371,4.0,5.0,4.0,5.0,3.0,4.0
372,3.0,4.0,3.0,4.0,3.0,3.0
373,4.0,3.0,3.0,5.0,4.0,4.0
374,4.0,4.0,4.0,5.0,4.0,4.0
375,2.0,3.0,2.0,4.0,2.0,3.0
376,4.0,4.0,3.0,4.0,3.0,4.0
377,3.0,4.0,3.0,4.0,3.0,4.0
378,4.0,4.0,3.0,7.0,4.0,5.0
379,3.0,4.0,3.0,4.0,3.0,4.0
380,4.0,5.0,4.0,9.0,5.0,6.0
381,2.0,3.0,2.0,3.0,2.0,2.0
382,4.0,4.0,3.0,4.0,3.0,4.0
383,2.0,3.0,2.0,4.0,3.0,3.0
384,4.0,4.0,3.0,7.0,4.0,6.0
385,4.0,6.0,4.0,9.0,6.0,6.0
386,3.0,4.0,3.0,7.0,4.0,4.0
387,3.0,4.0,2.0,5.0,3.0,4.0
388,3.0,3.0,2.0,5.0,3.0,3.0
389,4.0,4.0,3.0,4.0,3.0,4.0
390,3.0,6.0,4.0,9.0,6.0,6.0
391,3.0,3.0,2.0,2.0,2.0,2.0
392,4.0,4.0,3.0,4.0,3.0,4.0
393,4.0,4.0,3.0,4.0,3.0,4.0
394,4.0,4.0,3.0,6.0,4.0,4.0
395,3.0,4.0,2.0,4.0,3.0,4.0
396,3.0,4.0,3.0,4.0,3.0,4.0
397,4.0,4.0,3.0,4.0,3.0,4.0
398,4.0,6.0,4.0,8.0,4.0,4.0
399,3.0,4.0,3.0,4.0,3.0,4.0
400,3.0,4.0,3.0,7.0,4.0,4.0
401,4.0,4.0,3.0,6.0,4.0,4.0
402,4.0,4.0,3.0,4.0,4.0,4.0
403,2.0,3.0,1.0,3.0,2.0,2.0
404,4.0,4.0,3.0,4.0,4.0,4.0
405,4.0,4.0,3.0,6.0,4.0,4.0
406,3.0,4.0,3.0,4.0,3.0,3.0
407,3.0,4.0,3.0,4.0,4.0,4.0
408,4.0,4.0,3.0,5.0,4.0,4.0
409,4.0,5.0,4.0,8.0,5.0,5.0
410,4.0,4.0,3.0,4.0,4.0,4.0
411,3.0,4.0,3.0,4.0,4.0,4.0
412,3.0,4.0,3.0,5.0,3.0,4.0
413,4.0,4.0,3.0,4.0,3.0,4.0
414,4.0,5.0,4.0,8.0,5.0,4.0
415,4.0,4.0,3.0,4.0,4.0,4.0
416,3.0,4.0,3.0,7.0,4.0,4.0
417,4.0,4.0,4.0,7.0,4.0,4.0
418,3.0,3.0,2.0,3.0,3.0,3.0
419,2.0,3.0,2.0,3.0,2.0,2.0
420,4.0,4.0,2.0,6.0,4.0,4.0
421,4.0,4.0,3.0,5.0,4.0,4.0
422,2.0,3.0,2.0,3.0,3.0,2.0
423,3.0,4.0,3.0,7.0,4.0,5.0
424,2.0,3.0,1.0,2.0,2.0,3.0
425,4.0,6.0,3.0,9.0,7.0,7.0
426,4.0,6.0,4.0,8.0,4.0,4.0
427,3.0,4.0,3.0,6.0,4.0,4.0
428,4.0,4.0,3.0,4.0,4.0,5.0
429,3.0,4.0,3.0,6.0,4.0,4.0
430,4.0,4.0,3.0,4.0,3.0,4.0
431,4.0,3.0,3.0,4.0,3.0,4.0
432,2.0,2.0,2.0,2.0,2.0,3.0
433,2.0,3.0,2.0,2.0,3.0,3.0
434,4.0,4.0,4.0,7.0,5.0,4.0
435,3.0,4.0,3.0,6.0,4.0,4.0
436,4.0,4.0,4.0,9.0,6.0,7.0
437,4.0,4.0,4.0,6.0,4.0,4.0
438,3.0,3.0,1.0,3.0,2.0,3.0
439,4.0,4.0,3.0,5.0,4.0,4.0
440,2.0,3.0,2.0,3.0,2.0,2.0
441,3.0,3.0,2.0,3.0,3.0,3.0
442,4.0,4.0,3.0,4.0,3.0,3.0
443,3.0,4.0,2.0,4.0,3.0,3.0
444,3.0,4.0,3.0,4.0,4.0,4.0
445,2.0,4.0,3.0,4.0,3.0,3.0
446,4.0,4.0,4.0,7.0,4.0,6.0
447,4.0,5.0,3.0,9.0,6.0,7.0
448,3.0,4.0,2.0,5.0,4.0,4.0
449,3.0,5.0,4.0,9.0,4.0,6.0
450,2.0,3.0,1.0,2.0,2.0,2.0
451,4.0,4.0,3.0,8.0,4.0,4.0
452,3.0,4.0,3.0,8.0,4.0,4.0
453,3.0,4.0,3.0,7.0,4.0,4.0
454,3.0,4.0,3.0,6.0,3.0,4.0
455,3.0,4.0,3.0,4.0,3.0,4.0
456,3.0,4.0,2.0,4.0,3.0,4.0
457,3.0,4.0,2.0,7.0,4.0,4.0
458,2.0,4.0,3.0,6.0,3.0,4.0
459,3.0,4.0,2.0,6.0,4.0,4.0
460,3.0,4.0,2.0,3.0,3.0,3.0
461,3.0,4.0,3.0,4.0,4.0,4.0
462,4.0,4.0,3.0,4.0,3.0,4.0
463,3.0,4.0,2.0,4.0,3.0,4.0
464,4.0,4.0,3.0,5.0,4.0,4.0
465,3.0,4.0,2.0,7.0,3.0,4.0
466,3.0,4.0,4.0,7.0,4.0,6.0
467,4.0,4.0,3.0,4.0,3.0,4.0
468,3.0,4.0,2.0,3.0,3.0,4.0
469,3.0,4.0,3.0,4.0,3.0,4.0
470,3.0,5.0,3.0,9.0,6.0,6.0
471,3.0,3.0,2.0,3.0,3.0,3.0
472,4.0,6.0,4.0,9.0,6.0,6.0
473,3.0,3.0,2.0,2.0,2.0,2.0
474,3.0,4.0,3.0,4.0,3.0,4.0
475,3.0,4.0,3.0,4.0,3.0,3.0
476,3.0,4.0,2.0,5.0,3.0,4.0
477,4.0,4.0,3.0,4.0,3.0,4.0
478,4.0,4.0,4.0,5.0,4.0,4.0
479,3.0,5.0,3.0,9.0,5.0,4.0
480,4.0,4.0,3.0,5.0,3.0,3.0
481,2.0,3.0,3.0,3.0,2.0,3.0
482,2.0,3.0,2.0,4.0,3.0,3.0
483,3.0,4.0,2.0,5.0,4.0,4.0
484,4.0,5.0,4.0,7.0,4.0,6.0
485,2.0,3.0,2.0,4.0,3.0,3.0
486,3.0,3.0,3.0,4.0,2.0,3.0
487,4.0,5.0,3.0,8.0,5.0,6.0
488,4.0,6.0,3.0,9.0,6.0,5.0
489,3.0,4.0,3.0,6.0,4.0,4.0
490,4.0,4.0,3.0,4.0,3.0,4.0
491,3.0,4.0,2.0,7.0,4.0,4.0
492,3.0,4.0,2.0,4.0,4.0,4.0
493,3.0,4.0,3.0,7.0,4.0,4.0
494,3.0,3.0,3.0,3.0,3.0,3.0
495,3.0,4.0,3.0,6.0,3.0,4.0
496,2.0,4.0,2.0,9.0,4.0,3.0
497,4.0,4.0,3.0,4.0,3.0,4.0
498,3.0,3.0,2.0,3.0,2.0,3.0
499,2.0,3.0,1.0,4.0,2.0,3.0
