conversation_id,user_rating,self_rating,judge_rating,total_turns,avg_user_length,avg_bot_length,primary_language,error_rate,error_count
conv_026,2.0,2.0,2.5,30,96.07,96.87,Swahili,0.0,0
conv_027,3.0,4.5,4.5,30,107.1,140.4,Dutch,0.0,0
conv_028,4.0,4.5,4.5,30,110.0,121.77,Spanish,0.0,0
conv_029,3.0,4.5,4.5,30,98.7,169.07,English,0.0,0
conv_030,3.0,4.5,3.5,30,112.1,127.33,Spanish,0.0,0
conv_031,3.0,4.5,4.5,30,81.0,74.13,Arabic,0.0,0
conv_032,3.0,3.5,3.5,30,106.33,121.2,Spanish,0.0,0
conv_033,3.0,3.5,3.5,30,107.73,153.3,French,0.0,0
conv_034,3.0,3.0,3.5,30,94.63,129.27,Dutch,0.0,0
conv_035,4.0,4.5,4.5,30,108.17,175.1,English,0.0,0
conv_036,4.5,5.0,4.5,30,108.6,163.17,German,0.0,0
conv_037,3.0,3.0,3.5,30,93.1,129.1,Dutch,0.0,0
conv_038,2.0,3.0,2.5,30,106.6,121.9,Spanish,0.0,0
conv_039,2.0,2.0,2.0,30,119.07,121.17,French,0.0,0
conv_040,4.0,5.0,5.0,30,99.63,183.77,English,0.0,0
conv_041,3.0,4.5,3.5,30,104.8,152.67,Portuguese,0.0,0
conv_042,4.0,5.0,4.5,30,95.27,184.17,English,0.0,0
conv_043,4.0,5.0,5.5,30,112.17,160.87,French,0.0,0
conv_044,3.0,3.0,3.5,30,89.47,121.3,Dutch,0.0,0
conv_045,6.5,6.5,6.5,30,103.0,200.13,English,0.0,0
conv_046,3.0,3.0,3.5,30,106.03,183.83,English,0.0,0
conv_047,4.0,4.5,4.5,30,99.0,167.3,English,0.0,0
conv_048,4.0,4.5,4.5,30,97.7,136.3,English,0.0,0
conv_049,6.5,6.5,6.5,30,95.83,209.4,English,0.0,0
conv_050,3.0,4.5,4.5,30,117.2,172.43,French,0.0,0
conv_051,3.0,3.5,3.5,30,111.73,146.43,Portuguese,0.0,0
conv_052,2.0,3.5,3.5,30,94.97,190.77,English,0.0,0
conv_053,3.0,3.0,3.5,30,115.47,121.97,Spanish,0.0,0
conv_054,4.0,4.5,4.5,30,104.93,152.5,Portuguese,0.0,0
conv_055,3.0,3.0,3.5,30,109.03,133.53,Spanish,0.0,0
conv_056,2.0,3.0,2.0,30,111.0,119.87,Spanish,0.0,0
conv_057,9.0,8.5,8.5,30,119.53,226.67,French,0.0,0
conv_058,3.0,3.5,3.5,30,101.77,122.7,Portuguese,0.0,0
conv_059,4.0,4.5,4.5,30,113.13,141.03,Spanish,0.0,0
conv_060,3.0,3.0,4.5,30,112.67,132.43,Spanish,0.0,0
conv_061,3.0,4.5,4.5,30,88.07,181.17,English,0.0,0
conv_062,3.0,3.5,3.5,30,110.77,137.1,Portuguese,0.0,0
conv_063,4.0,5.0,6.5,30,97.57,178.17,English,0.0,0
conv_064,2.0,3.5,2.5,30,109.3,121.1,French,0.0,0
conv_065,2.0,3.0,3.5,30,101.9,100.63,Swahili,0.0,0
conv_066,3.0,3.5,3.5,30,79.23,79.3,Arabic,0.0,0
conv_067,2.0,3.0,3.0,30,102.93,96.53,Swahili,0.0,0
conv_068,4.5,4.5,4.5,30,111.83,142.53,German,0.0,0
conv_069,2.0,2.0,2.5,30,114.5,129.03,Spanish,0.0,0
conv_070,4.0,5.0,5.5,30,104.57,185.67,English,0.0,0
conv_071,2.0,2.0,2.5,30,99.6,105.27,Swahili,0.0,0
conv_072,7.5,8.5,7.5,30,99.6,229.63,English,0.0,0
conv_073,6.5,6.5,6.5,30,126.53,183.73,French,0.0,0
conv_074,6.5,6.5,6.5,30,114.97,182.43,French,0.0,0
conv_075,2.0,2.0,2.0,30,102.8,125.93,Swahili,0.0,0
conv_076,2.0,2.0,2.0,30,107.8,103.7,Swahili,0.0,0
conv_077,3.0,4.5,4.5,30,110.0,158.7,French,0.0,0
conv_078,4.0,5.0,4.5,30,88.17,141.9,English,0.0,0
conv_079,4.0,4.5,4.5,30,108.33,169.47,English,0.0,0
conv_080,4.0,4.5,4.5,30,97.53,148.67,Portuguese,0.0,0
conv_081,4.5,4.5,4.5,30,108.47,142.23,German,0.0,0
conv_082,3.0,4.5,4.5,30,108.2,183.83,English,0.0,0
conv_083,4.0,4.5,4.5,30,113.23,132.23,Spanish,0.0,0
conv_084,2.0,3.0,3.5,30,103.9,104.23,Swahili,0.0,0
conv_085,3.0,3.5,3.5,30,109.27,120.73,Spanish,0.0,0
conv_086,3.0,3.5,3.5,30,75.3,78.43,Arabic,0.0,0
conv_087,2.0,2.0,2.5,30,95.37,112.2,Swahili,0.0,0
conv_088,4.0,4.5,4.5,30,100.57,110.7,Dutch,0.0,0
conv_089,3.0,3.5,3.5,30,106.17,137.1,German,0.0,0
conv_090,3.0,3.0,3.5,30,106.1,155.63,Portuguese,0.0,0
conv_091,4.0,4.5,4.5,30,94.93,136.5,Dutch,0.0,0
conv_092,3.0,3.5,3.5,30,103.27,153.07,German,0.0,0
conv_093,5.0,6.5,6.5,30,96.63,183.73,English,0.0,0
conv_094,3.0,4.5,3.5,30,110.2,154.33,German,0.0,0
conv_095,4.0,4.5,4.5,30,96.03,192.57,English,0.0,0
conv_096,3.0,3.0,3.5,30,100.43,107.7,Swahili,0.0,0
conv_097,2.0,2.0,3.5,30,109.33,124.57,Spanish,0.0,0
conv_098,4.0,4.5,4.5,30,97.1,194.57,English,0.0,0
conv_099,3.0,3.0,3.5,30,108.5,117.2,Spanish,0.0,0
conv_100,4.0,4.5,4.5,30,100.17,167.1,English,0.0,0
conv_101,3.0,4.5,3.5,30,96.7,134.63,Dutch,0.0,0
conv_102,3.0,3.0,3.5,30,113.83,138.67,Spanish,0.0,0
conv_103,2.0,1.0,2.0,30,108.3,102.93,Swahili,0.0,0
conv_104,3.0,3.0,3.5,30,89.23,76.73,Arabic,0.0,0
conv_105,3.0,3.0,3.5,30,106.37,128.97,Spanish,0.0,0
conv_106,2.0,2.0,2.5,30,106.83,110.53,Swahili,0.0,0
conv_107,3.0,4.5,3.5,30,113.87,125.43,German,0.0,0
conv_108,7.5,7.5,7.5,30,92.93,178.5,English,0.0,0
conv_109,3.0,3.5,3.5,30,108.93,148.8,English,0.0,0
conv_110,4.0,4.5,4.5,30,94.6,171.73,English,0.0,0
conv_111,3.5,3.5,3.5,30,113.97,150.63,French,0.0,0
conv_112,3.0,4.5,4.5,30,119.8,179.07,French,0.0,0
conv_113,2.0,3.5,3.5,30,119.67,139.83,French,0.0,0
conv_114,3.5,3.5,3.5,30,119.43,156.23,French,0.0,0
conv_115,6.5,6.5,6.5,30,107.8,161.03,Portuguese,0.0,0
conv_116,2.0,2.0,2.0,30,96.77,97.5,Swahili,0.0,0
conv_117,2.0,2.0,2.0,30,104.47,104.57,Swahili,0.0,0
conv_118,3.0,3.5,3.5,30,99.6,92.43,Swahili,0.0,0
conv_119,4.0,4.5,4.5,30,108.33,131.4,Dutch,0.0,0
conv_120,3.0,3.5,3.5,30,89.5,146.07,Dutch,0.0,0
conv_121,4.5,5.0,4.5,30,91.1,183.2,English,0.0,0
conv_122,2.0,3.5,2.5,30,115.37,139.17,Spanish,0.0,0
conv_123,3.0,3.5,3.5,30,107.5,126.6,German,0.0,0
conv_124,2.0,2.0,2.0,30,120.5,145.5,Spanish,0.0,0
conv_125,3.0,4.5,4.5,30,93.0,149.7,English,0.0,0
conv_126,4.0,3.0,4.5,30,101.97,122.37,Spanish,0.0,0
conv_127,4.0,4.5,4.5,30,103.2,188.03,English,0.0,0
conv_128,6.5,6.5,5.5,30,101.23,162.9,English,0.0,0
conv_129,3.5,3.5,3.5,30,111.6,115.63,German,0.0,0
conv_130,3.0,3.5,3.5,30,105.07,158.3,French,0.0,0
conv_131,2.0,3.5,3.5,30,107.97,123.3,Spanish,0.0,0
conv_132,4.0,4.0,4.5,30,103.53,139.57,Dutch,0.0,0
conv_133,3.0,3.0,3.5,30,95.13,134.2,Dutch,0.0,0
conv_134,3.0,4.5,3.5,30,107.4,133.5,Spanish,0.0,0
conv_135,4.5,4.5,4.5,30,97.27,193.9,English,0.0,0
conv_136,4.0,5.0,5.0,30,93.87,161.5,Dutch,0.0,0
conv_137,2.0,3.5,3.5,30,105.83,111.8,French,0.0,0
conv_138,3.0,3.5,3.5,30,124.1,118.37,French,0.0,0
conv_139,6.5,6.5,5.5,30,96.0,164.53,English,0.0,0
conv_140,3.0,3.5,3.5,30,104.5,140.57,French,0.0,0
conv_141,3.0,3.5,3.5,30,105.4,133.27,Portuguese,0.0,0
conv_142,4.5,5.0,4.5,30,115.77,164.2,French,0.0,0
conv_143,6.5,6.5,4.5,30,104.57,145.3,Portuguese,0.0,0
conv_144,3.0,3.5,3.5,30,101.67,136.53,Portuguese,0.0,0
conv_145,3.0,4.5,3.5,30,108.23,124.27,Spanish,0.0,0
conv_146,3.0,3.5,3.5,30,101.17,146.47,Portuguese,0.0,0
conv_147,2.0,3.0,3.5,30,109.43,120.57,Spanish,0.0,0
conv_148,4.0,4.5,5.5,30,89.07,190.8,English,0.0,0
conv_149,4.5,4.5,4.5,30,111.93,139.03,Spanish,0.0,0
conv_150,2.0,3.5,2.5,30,123.93,132.23,French,0.0,0
conv_151,3.0,3.5,3.5,30,121.17,125.73,German,0.0,0
conv_152,3.0,3.0,3.5,30,96.37,108.43,Swahili,0.0,0
conv_153,2.0,3.0,3.5,30,106.63,114.57,Spanish,0.0,0
conv_154,4.5,5.0,4.5,30,116.03,178.3,French,0.0,0
conv_155,2.0,2.0,2.0,30,115.5,122.33,French,0.0,0
conv_156,4.0,3.5,4.5,30,102.77,124.3,Dutch,0.0,0
conv_157,3.0,4.5,3.5,30,123.6,139.23,French,0.0,0
conv_158,2.0,2.0,2.0,30,128.53,115.9,French,0.0,0
conv_159,2.0,2.0,3.5,30,102.57,121.07,Spanish,0.0,0
conv_160,3.0,3.5,3.5,30,108.4,123.73,Dutch,0.0,0
conv_161,3.0,4.5,4.5,30,106.13,125.77,German,0.0,0
conv_162,4.0,5.0,4.5,30,100.03,178.17,English,0.0,0
conv_163,4.0,4.5,4.5,30,106.2,129.63,French,0.0,0
conv_164,3.0,3.0,3.5,30,113.67,129.97,Spanish,0.0,0
conv_165,3.0,4.5,4.5,30,110.73,162.73,German,0.0,0
conv_166,3.0,3.0,3.5,30,101.03,151.57,English,0.0,0
conv_167,2.0,2.0,2.0,30,104.3,106.67,Swahili,0.0,0
conv_168,2.0,3.0,3.5,30,107.6,172.43,German,0.0,0
conv_169,3.0,3.5,4.5,30,95.33,156.57,Portuguese,0.0,0
conv_170,2.0,2.0,2.0,30,98.6,112.5,Swahili,0.0,0
conv_171,3.0,4.5,3.5,30,89.87,112.63,Dutch,0.0,0
conv_172,2.0,3.0,2.0,30,110.4,120.8,Spanish,0.0,0
conv_173,2.0,3.0,3.5,30,112.57,120.67,Spanish,0.0,0
conv_174,3.0,3.5,3.5,30,106.43,144.27,French,0.0,0
conv_175,3.0,3.5,3.5,30,103.53,117.4,French,0.0,0
conv_176,4.0,5.0,4.5,30,106.0,156.93,Portuguese,0.0,0
conv_177,3.0,3.5,3.5,30,110.07,121.23,Spanish,0.0,0
conv_178,2.0,3.0,2.5,30,115.33,133.0,Spanish,0.0,0
conv_179,2.0,3.5,2.0,30,93.17,159.9,English,0.0,0
conv_180,3.0,3.5,3.5,30,109.03,122.37,Spanish,0.0,0
conv_181,2.0,3.5,3.5,30,96.33,184.27,English,0.0,0
conv_182,4.0,4.5,4.5,30,93.17,167.9,English,0.0,0
conv_183,2.0,3.0,3.5,30,79.0,73.67,Arabic,0.0,0
conv_184,3.0,3.5,3.5,30,123.0,130.43,German,0.0,0
conv_185,4.0,4.5,3.5,30,108.47,154.6,Dutch,0.0,0
conv_186,5.0,5.0,5.5,30,98.63,144.63,English,0.0,0
conv_187,3.0,3.5,3.5,30,109.73,148.77,French,0.0,0
conv_188,3.0,3.5,3.5,30,116.93,127.67,French,0.0,0
conv_189,4.0,4.5,4.5,30,107.13,130.1,Spanish,0.0,0
conv_190,6.5,6.5,6.5,30,102.03,166.43,Dutch,0.0,0
conv_191,3.0,3.0,3.5,30,107.13,117.5,Spanish,0.0,0
conv_192,4.0,5.0,4.5,30,101.53,203.0,English,0.0,0
conv_193,3.0,3.5,3.5,30,97.6,113.17,Dutch,0.0,0
conv_194,3.0,3.5,3.5,30,103.8,164.9,English,0.0,0
conv_195,3.0,3.0,3.5,30,110.23,126.13,Spanish,0.0,0
conv_196,3.0,3.0,3.5,30,108.4,129.83,Spanish,0.0,0
conv_197,3.0,4.5,3.5,30,103.6,150.27,Dutch,0.0,0
conv_198,3.0,4.5,4.5,30,97.1,164.33,English,0.0,0
conv_199,2.0,3.5,3.5,30,122.17,142.63,French,0.0,0
conv_200,2.0,2.0,2.5,30,99.97,104.1,Swahili,0.0,0
conv_201,3.0,3.5,3.5,30,109.03,109.13,Swahili,0.0,0
conv_202,4.5,5.5,4.5,30,97.87,141.23,Portuguese,0.0,0
conv_203,3.0,4.5,3.5,30,115.83,140.8,Spanish,0.0,0
conv_204,4.0,4.5,4.5,30,110.27,166.1,French,0.0,0
conv_205,3.0,3.5,3.5,30,108.03,160.87,German,0.0,0
conv_206,3.0,3.5,3.5,30,93.17,171.27,English,0.0,0
conv_207,2.0,2.0,2.0,30,105.47,133.63,Spanish,0.0,0
conv_208,6.5,6.5,6.5,30,95.0,184.13,English,0.0,0
conv_209,4.0,5.0,5.0,30,98.4,126.3,Dutch,0.0,0
conv_210,4.0,5.0,5.5,30,94.3,154.33,English,0.0,0
conv_211,4.0,5.0,4.5,30,101.47,196.13,English,0.0,0
conv_212,6.5,5.0,6.5,30,99.73,153.77,Portuguese,0.0,0
conv_213,3.0,3.0,3.5,30,101.57,104.17,Swahili,0.0,0
conv_214,2.0,3.0,2.0,30,110.23,130.27,Spanish,0.0,0
conv_215,3.0,3.5,4.5,30,99.27,178.83,English,0.0,0
conv_216,2.0,3.5,3.5,30,100.83,167.13,English,0.0,0
conv_217,4.0,4.5,4.5,30,95.03,155.57,English,0.0,0
conv_218,3.0,4.5,3.5,30,106.6,133.7,Spanish,0.0,0
conv_219,3.0,4.5,4.5,30,112.97,129.5,German,0.0,0
conv_220,3.0,3.0,3.5,30,108.73,142.63,Spanish,0.0,0
conv_221,2.0,2.0,2.0,30,93.3,136.37,English,0.0,0
conv_222,2.0,3.5,2.5,30,114.73,129.83,French,0.0,0
conv_223,3.0,4.0,3.5,30,115.77,131.93,Spanish,0.0,0
conv_224,2.0,3.0,2.5,30,111.4,133.8,Spanish,0.0,0
conv_225,3.0,3.0,3.5,30,107.57,181.53,English,0.0,0
conv_226,6.5,6.5,6.5,30,101.87,165.97,English,0.0,0
conv_227,2.0,2.0,2.0,30,110.5,112.87,French,0.0,0
conv_228,4.0,5.0,4.5,30,114.83,151.03,French,0.0,0
conv_229,3.0,3.5,3.5,30,110.23,123.9,Spanish,0.0,0
conv_230,3.0,4.5,4.5,30,97.2,213.13,English,0.0,0
conv_231,3.0,4.5,3.5,30,84.03,75.53,Arabic,0.0,0
conv_232,4.5,4.5,4.5,30,96.57,130.7,Dutch,0.0,0
conv_233,2.0,2.0,2.0,30,102.0,104.9,Swahili,0.0,0
conv_234,4.0,5.5,4.5,30,97.83,161.57,Dutch,0.0,0
conv_235,3.0,3.0,3.5,30,83.93,142.97,English,0.0,0
conv_236,4.0,4.5,4.5,30,101.57,168.53,English,0.0,0
conv_237,3.0,3.0,3.5,30,101.07,146.7,English,0.0,0
conv_238,2.0,2.0,2.0,30,100.13,110.63,Swahili,0.0,0
conv_239,3.0,3.5,3.5,30,82.57,157.13,English,0.0,0
conv_240,3.0,3.5,3.5,30,109.87,115.63,Spanish,0.0,0
conv_241,3.0,3.5,3.5,30,115.0,167.57,French,0.0,0
conv_242,4.0,4.5,4.5,30,106.63,191.57,English,0.0,0
conv_243,2.0,3.5,3.5,30,115.0,129.87,German,0.0,0
conv_244,3.5,4.5,3.5,30,97.5,124.37,Dutch,0.0,0
conv_245,4.0,4.0,4.5,30,103.67,123.13,Spanish,0.0,0
conv_246,4.5,4.5,4.5,30,98.9,161.9,English,0.0,0
conv_247,2.0,2.0,2.0,30,100.17,119.47,English,0.0,0
conv_248,3.0,4.5,3.5,30,116.4,127.47,French,0.0,0
conv_249,2.0,2.0,2.5,30,103.57,110.1,Swahili,0.0,0
conv_250,3.0,3.5,3.5,30,107.1,177.57,English,0.0,0
conv_251,3.0,4.5,4.5,30,103.33,111.3,Spanish,0.0,0
conv_252,3.0,3.5,3.5,30,117.73,133.4,Spanish,0.0,0
conv_253,2.0,2.0,3.5,30,100.7,154.63,English,0.0,0
conv_254,2.0,2.0,2.0,30,109.77,104.37,Swahili,0.0,0
conv_255,4.0,6.5,5.5,30,100.47,158.43,English,0.0,0
conv_256,2.0,3.5,2.5,30,114.2,139.37,French,0.0,0
conv_257,2.0,2.0,2.0,30,92.57,105.67,Swahili,0.0,0
conv_258,3.0,3.0,3.5,30,106.93,150.77,English,0.0,0
conv_259,2.0,2.0,2.0,30,80.07,71.17,Arabic,0.0,0
conv_260,3.0,4.5,3.5,30,119.37,134.4,Spanish,0.0,0
conv_261,3.0,4.5,4.5,30,109.3,136.97,French,0.0,0
conv_262,4.0,4.5,4.5,30,89.43,127.27,Dutch,0.0,0
conv_263,3.0,3.5,3.5,30,102.37,99.5,Swahili,0.0,0
conv_264,3.0,3.0,3.5,30,103.2,160.13,English,0.0,0
conv_265,5.0,5.0,5.5,30,94.83,201.8,English,0.0,0
conv_266,4.0,5.0,4.5,30,94.13,162.87,English,0.0,0
conv_267,2.0,2.0,2.0,30,82.37,74.53,Arabic,0.0,0
conv_268,3.0,3.5,3.5,30,89.1,152.4,English,0.0,0
conv_269,3.0,3.5,3.5,30,97.13,105.6,Swahili,0.0,0
conv_270,4.0,4.5,4.5,30,100.7,175.63,English,0.0,0
conv_271,3.0,3.0,3.5,30,106.67,140.17,Spanish,0.0,0
conv_272,6.5,6.5,6.5,30,94.47,177.97,Dutch,0.0,0
conv_273,5.0,6.5,5.5,30,114.3,177.43,French,0.0,0
conv_274,3.0,3.5,3.5,30,115.23,142.47,French,0.0,0
conv_275,3.0,3.5,3.5,30,102.23,114.8,Dutch,0.0,0
conv_276,3.0,3.5,3.5,30,117.03,153.87,French,0.0,0
conv_277,3.0,4.5,3.5,30,112.7,168.67,French,0.0,0
conv_278,3.0,4.5,4.5,30,92.6,133.2,Dutch,0.0,0
conv_279,2.0,2.0,2.5,30,118.67,136.83,French,0.0,0
conv_280,4.0,3.5,4.5,30,105.67,108.77,Spanish,0.0,0
conv_281,3.0,4.5,3.5,30,118.0,139.53,French,0.0,0
conv_282,2.0,3.0,2.5,30,104.73,127.47,Spanish,0.0,0
conv_283,3.0,4.5,4.5,30,99.4,187.93,English,0.0,0
conv_284,3.0,4.5,3.5,30,105.73,139.43,Dutch,0.0,0
conv_285,4.0,4.5,4.5,30,110.07,125.0,Spanish,0.0,0
conv_286,3.0,4.5,3.5,30,111.43,169.37,French,0.0,0
conv_287,4.5,5.0,4.5,30,95.33,142.9,Dutch,0.0,0
conv_288,3.0,3.5,3.5,30,104.53,129.77,Portuguese,0.0,0
conv_289,4.0,5.0,4.5,30,104.7,171.2,Portuguese,0.0,0
conv_290,2.0,3.5,3.5,30,113.97,129.63,French,0.0,0
conv_291,4.0,5.0,4.5,30,97.07,163.97,English,0.0,0
conv_292,2.0,2.0,2.5,30,102.87,133.73,English,0.0,0
conv_293,4.5,5.0,4.5,30,99.03,135.63,Dutch,0.0,0
conv_294,4.0,4.5,4.5,30,104.67,115.37,Spanish,0.0,0
conv_295,3.0,4.5,4.5,30,120.67,137.5,French,0.0,0
conv_296,3.0,4.5,3.5,30,101.6,108.57,Swahili,0.0,0
conv_297,2.0,2.0,2.5,30,96.53,99.1,Swahili,0.0,0
conv_298,3.0,4.5,3.5,30,107.63,109.0,Dutch,0.0,0
conv_299,2.0,2.0,2.0,30,111.97,124.23,Spanish,0.0,0
conv_300,5.0,6.5,6.5,30,98.17,174.9,Dutch,0.0,0
conv_301,3.0,4.5,4.5,30,95.17,179.83,English,0.0,0
conv_302,2.0,3.5,3.5,30,97.57,161.3,English,0.0,0
conv_303,3.0,4.5,3.5,30,112.9,152.97,German,0.0,0
conv_304,4.0,5.0,4.5,30,101.8,207.07,English,0.0,0
conv_305,2.0,2.0,2.0,30,107.47,109.67,Swahili,0.0,0
conv_306,3.0,3.5,3.5,30,80.37,75.17,Arabic,0.0,0
conv_307,4.0,4.5,4.5,30,102.9,120.33,Spanish,0.0,0
conv_308,5.0,5.5,5.5,30,96.43,180.77,English,0.0,0
conv_309,4.0,3.5,4.5,30,98.8,122.57,Portuguese,0.0,0
conv_310,3.5,4.5,3.5,30,97.87,162.83,English,0.0,0
conv_311,6.5,6.5,6.5,30,99.57,199.33,English,0.0,0
conv_312,2.0,3.0,2.5,30,105.3,125.77,French,0.0,0
conv_313,3.0,3.5,3.5,30,108.53,140.7,French,0.0,0
conv_314,3.0,3.5,3.5,30,113.9,139.1,French,0.0,0
conv_315,2.0,2.0,2.0,30,93.57,98.5,Swahili,0.0,0
conv_316,3.0,4.5,4.5,30,101.73,237.37,English,0.0,0
conv_317,3.0,3.5,3.5,30,101.13,130.8,Spanish,0.0,0
conv_318,3.0,3.0,3.5,30,91.63,80.17,Arabic,0.0,0
conv_319,4.5,4.5,4.5,30,107.53,155.13,Portuguese,0.0,0
conv_320,4.5,4.5,4.5,30,103.1,139.97,Portuguese,0.0,0
conv_321,3.0,3.5,4.5,30,94.1,190.17,English,0.0,0
conv_322,3.0,4.5,3.5,30,89.97,114.63,Dutch,0.0,0
conv_323,3.0,3.0,3.5,30,111.07,135.27,Spanish,0.0,0
conv_324,3.0,4.5,4.5,30,108.27,136.1,French,0.0,0
conv_325,3.0,4.5,4.5,30,93.6,127.8,Dutch,0.0,0
conv_326,3.0,3.0,3.5,30,109.53,121.6,Spanish,0.0,0
conv_327,2.0,3.0,3.5,30,92.5,124.53,Portuguese,0.0,0
conv_328,4.0,4.5,4.5,30,108.9,167.47,English,0.0,0
conv_329,3.5,3.5,3.5,30,101.37,126.33,Portuguese,0.0,0
conv_330,4.0,4.5,4.5,30,109.53,146.3,Portuguese,0.0,0
conv_331,3.0,3.5,3.5,30,109.63,129.13,Portuguese,0.0,0
conv_332,3.0,3.5,3.5,30,106.37,135.83,Spanish,0.0,0
conv_333,2.0,2.0,2.5,30,114.03,149.37,Spanish,0.0,0
conv_334,3.0,4.5,3.5,30,96.37,112.97,Dutch,0.0,0
conv_335,2.0,2.0,2.0,30,104.27,121.93,Spanish,0.0,0
conv_336,4.0,4.5,4.5,30,97.03,159.27,English,0.0,0
conv_337,2.0,2.0,2.5,30,98.23,141.23,English,0.0,0
conv_338,4.0,4.5,4.5,30,107.57,126.73,Spanish,0.0,0
conv_339,2.0,3.5,3.5,30,115.1,127.5,Spanish,0.0,0
conv_340,3.0,4.5,3.5,30,111.8,136.97,French,0.0,0
conv_341,3.0,3.5,3.5,30,99.53,159.23,English,0.0,0
conv_342,3.0,3.5,3.5,30,112.33,130.03,French,0.0,0
conv_343,3.0,4.0,4.5,30,108.6,144.6,Spanish,0.0,0
conv_344,3.0,3.0,3.5,30,107.13,118.07,Spanish,0.0,0
conv_345,5.0,6.5,6.5,30,107.17,136.17,Spanish,0.0,0
conv_346,3.0,3.5,3.5,30,99.87,125.0,Dutch,0.0,0
conv_347,3.0,3.5,4.5,30,101.13,123.1,Dutch,0.0,0
conv_348,4.5,4.5,4.5,30,95.93,129.83,Dutch,0.0,0
conv_349,6.5,7.5,6.5,30,108.4,166.47,French,0.0,0
conv_350,4.0,4.5,4.5,30,97.87,189.5,English,0.0,0
conv_351,3.0,3.5,3.5,30,107.23,154.97,Dutch,0.0,0
conv_352,3.0,3.5,3.5,30,114.2,107.63,Spanish,0.0,0
conv_353,2.0,3.5,2.0,30,108.23,118.0,Swahili,0.0,0
conv_354,6.5,7.5,6.5,30,104.1,240.33,English,0.0,0
conv_355,4.5,4.5,4.5,30,96.43,187.1,English,0.0,0
conv_356,4.5,4.5,4.5,30,96.27,133.23,Dutch,0.0,0
conv_357,2.0,3.0,2.5,30,109.23,123.0,Spanish,0.0,0
conv_358,3.0,3.0,3.5,30,111.23,123.97,French,0.0,0
conv_359,2.0,2.0,2.0,30,109.3,97.6,Swahili,0.0,0
conv_360,2.0,3.0,2.5,30,87.67,74.9,Arabic,0.0,0
conv_361,4.0,5.0,4.5,30,96.27,128.2,Dutch,0.0,0
conv_362,2.0,2.0,2.0,30,107.23,110.8,Swahili,0.0,0
conv_363,3.0,3.5,3.5,30,93.37,151.0,English,0.0,0
conv_364,3.5,3.5,3.5,30,114.83,154.97,French,0.0,0
conv_365,3.0,3.5,3.5,30,95.17,143.77,English,0.0,0
conv_366,2.0,2.0,2.0,30,104.03,103.27,Swahili,0.0,0
conv_367,4.0,5.0,4.5,30,96.67,190.93,English,0.0,0
conv_368,4.0,4.5,4.5,30,94.8,193.4,English,0.0,0
conv_369,2.0,2.0,2.0,30,94.57,101.8,Swahili,0.0,0
conv_370,2.0,2.0,2.0,30,120.8,111.17,French,0.0,0
conv_371,3.0,4.0,4.5,30,115.53,132.03,Spanish,0.0,0
conv_372,2.0,3.0,3.5,30,108.17,105.07,Swahili,0.0,0
conv_373,4.5,4.5,4.5,30,121.07,132.13,German,0.0,0
conv_374,4.0,4.5,4.5,30,101.4,138.17,Dutch,0.0,0
conv_375,2.0,2.0,2.5,30,110.67,130.87,German,0.0,0
conv_376,3.0,3.5,3.5,30,95.1,120.3,Portuguese,0.0,0
conv_377,4.0,3.5,4.5,30,96.2,146.6,Dutch,0.0,0
conv_378,4.0,4.5,4.5,30,99.03,204.87,English,0.0,0
