conversation_id,medical_accuracy,empathy,cultural_sensitivity,conversation_flow,safety_ethics,prep_specific,total_turns,avg_user_length,avg_bot_length,primary_language,error_rate,unique_languages
conv_105,8.5,9.5,8.5,9.0,8.5,8.5,30,107.2,618.7666666666667,Spanish,0.5333333333333333,1
conv_106,8.5,8.5,8.5,8.5,8.5,8.5,30,110.5,577.5666666666667,Swahili,0.5333333333333333,1
conv_107,8.5,9.0,8.5,8.5,8.5,8.5,30,114.26666666666667,673.2,German,0.5333333333333333,1
conv_108,8.5,8.5,9.0,8.5,8.5,8.5,30,95.36666666666666,639.2,English,0.5333333333333333,1
conv_109,8.5,8.5,8.5,8.5,8.5,8.5,30,103.13333333333334,676.6,English,0.5333333333333333,1
conv_110,8.5,8.5,8.5,8.5,8.5,8.5,30,104.0,698.0666666666667,English,0.5333333333333333,1
conv_111,8.5,8.5,8.5,9.0,8.5,8.5,30,100.76666666666667,670.1333333333333,French,0.5333333333333333,1
conv_112,8.5,9.5,8.5,8.5,8.5,8.5,30,112.46666666666667,719.1,French,0.5333333333333333,1
conv_113,8.5,9.5,9.5,9.0,8.5,8.5,30,107.96666666666667,690.8666666666667,French,0.5333333333333333,1
conv_114,8.5,9.5,9.5,8.5,9.5,8.5,30,112.03333333333333,703.3666666666667,French,0.5333333333333333,1
conv_115,8.5,9.5,8.5,8.5,8.5,8.5,30,97.86666666666666,672.5666666666667,Portuguese,0.5333333333333333,1
conv_116,8.5,9.5,8.5,8.5,8.5,8.5,30,97.46666666666667,572.0666666666667,Swahili,0.5333333333333333,1
conv_117,8.5,9.5,8.5,8.5,8.5,8.5,30,102.4,567.7,Swahili,0.5333333333333333,1
conv_118,8.5,8.5,8.5,8.5,8.5,8.5,30,93.9,564.9666666666667,Swahili,0.5333333333333333,1
conv_119,8.5,8.5,8.5,8.5,8.5,8.5,30,101.5,675.0666666666667,Dutch,0.5333333333333333,1
conv_120,8.5,8.5,8.5,8.5,8.5,8.5,30,86.7,616.1,Dutch,0.5333333333333333,1
conv_121,8.5,8.5,8.5,9.0,8.5,8.5,30,102.86666666666666,728.6333333333333,English,0.5333333333333333,1
conv_122,8.5,9.5,8.5,8.5,8.5,8.5,30,108.8,664.8333333333334,Spanish,0.5333333333333333,1
conv_123,8.5,8.5,8.5,8.5,8.5,8.5,30,102.36666666666666,699.0333333333333,German,0.5333333333333333,1
conv_124,8.5,8.5,8.5,8.5,8.5,8.5,30,104.66666666666667,631.3666666666667,Spanish,0.5333333333333333,1
conv_125,8.5,8.5,8.5,8.5,8.5,8.5,30,106.9,662.8,English,0.5333333333333333,1
conv_126,8.5,9.5,9.5,8.5,8.5,8.5,30,96.66666666666667,615.7,Spanish,0.5333333333333333,1
conv_127,8.5,8.5,8.5,8.5,8.5,8.5,30,108.13333333333334,714.4666666666667,English,0.5333333333333333,1
conv_128,8.5,8.5,8.5,9.0,8.5,8.5,30,95.2,711.2666666666667,English,0.5333333333333333,1
conv_129,8.5,9.0,8.5,8.5,8.5,8.5,30,94.96666666666667,671.4666666666667,German,0.5333333333333333,1
conv_130,8.5,9.5,9.5,8.5,8.5,8.5,30,111.36666666666666,696.5,French,0.5333333333333333,1
conv_131,8.5,8.5,8.5,9.0,8.5,8.5,30,98.73333333333333,619.5,Spanish,0.5333333333333333,1
conv_132,8.5,8.5,8.5,7.5,9.0,8.5,30,83.4,638.9666666666667,Dutch,0.5333333333333333,1
conv_133,8.5,8.5,8.5,8.5,8.5,8.5,30,102.16666666666667,665.4333333333333,Dutch,0.5333333333333333,1
conv_134,8.5,9.5,8.5,8.5,8.5,8.5,30,107.03333333333333,669.7666666666667,Spanish,0.5333333333333333,1
conv_135,8.5,8.5,8.5,8.5,8.5,8.5,30,99.33333333333333,698.7666666666667,English,0.5333333333333333,1
conv_136,8.5,8.5,8.5,8.5,8.5,8.5,30,99.4,674.6666666666666,Dutch,0.5333333333333333,1
conv_137,8.5,9.5,9.5,8.5,8.5,8.5,30,103.7,664.2333333333333,French,0.5333333333333333,1
conv_138,8.5,8.5,8.5,8.5,8.5,8.5,30,132.23333333333332,675.6,French,0.5333333333333333,1
conv_139,8.5,8.5,8.5,8.5,8.5,8.5,30,94.0,689.8666666666667,English,0.5333333333333333,1
conv_140,8.5,8.5,9.5,8.5,8.5,8.5,30,103.2,684.8333333333334,French,0.5333333333333333,1
conv_141,8.5,8.5,8.5,9.0,8.5,8.5,30,108.96666666666667,661.2666666666667,Portuguese,0.5333333333333333,1
conv_142,8.5,9.5,9.5,8.5,8.5,8.5,30,106.16666666666667,686.2666666666667,French,0.5333333333333333,1
conv_143,8.5,8.5,8.5,9.0,8.5,8.5,30,92.7,663.2333333333333,Portuguese,0.5333333333333333,1
conv_144,8.5,8.5,9.0,8.5,8.5,8.5,30,95.9,617.5666666666667,Portuguese,0.5333333333333333,1
conv_145,8.5,9.5,8.5,8.5,8.5,8.5,30,110.9,609.0,Spanish,0.5333333333333333,1
conv_146,8.5,8.5,8.5,8.5,9.0,8.5,30,94.53333333333333,632.6,Portuguese,0.5333333333333333,1
conv_147,8.5,9.5,8.5,9.0,8.5,8.5,30,106.3,629.0333333333333,Spanish,0.5333333333333333,1
conv_148,8.5,9.5,8.5,8.5,8.5,8.5,30,97.03333333333333,700.8,English,0.5333333333333333,1
conv_149,8.5,9.5,8.5,8.5,8.5,8.5,30,102.46666666666667,622.1333333333333,Spanish,0.5333333333333333,1
conv_150,8.5,9.5,8.5,8.5,8.5,8.5,30,116.4,698.6666666666666,French,0.5333333333333333,1
conv_151,8.5,8.5,8.5,8.5,8.5,8.5,30,116.03333333333333,685.3,German,0.5333333333333333,1
conv_152,8.5,8.5,8.5,8.5,8.5,8.5,30,92.96666666666667,563.5,Swahili,0.5333333333333333,1
conv_153,8.5,9.5,8.5,8.5,9.5,8.5,30,103.5,656.0333333333333,Spanish,0.5333333333333333,1
conv_154,8.5,9.5,8.5,8.5,8.5,8.5,30,106.26666666666667,674.0333333333333,French,0.5333333333333333,1
conv_155,8.5,9.5,8.5,8.5,9.5,8.5,30,115.16666666666667,709.7333333333333,French,0.5333333333333333,1
conv_156,8.5,8.5,8.5,8.5,8.5,8.5,30,90.73333333333333,628.1666666666666,Dutch,0.5333333333333333,1
conv_157,8.5,9.5,8.5,8.5,8.5,8.5,30,121.9,675.7,French,0.5333333333333333,1
conv_158,8.5,8.5,8.5,8.5,8.5,8.5,30,140.13333333333333,712.2666666666667,French,0.5333333333333333,1
conv_159,8.5,8.5,8.5,9.0,8.5,8.5,30,98.7,623.0,Spanish,0.5333333333333333,1
conv_160,8.5,8.5,8.5,8.5,8.5,8.5,30,112.46666666666667,702.9,Dutch,0.5333333333333333,1
conv_161,8.5,8.5,8.5,8.5,8.5,8.5,30,98.96666666666667,692.2333333333333,German,0.5333333333333333,1
conv_162,8.5,8.5,8.5,8.5,8.5,8.5,30,109.6,733.4666666666667,English,0.5333333333333333,1
conv_163,8.5,9.5,8.5,8.5,8.5,8.5,30,107.83333333333333,701.0333333333333,French,0.5333333333333333,1
conv_164,8.5,9.5,8.5,8.5,8.5,8.5,30,92.43333333333334,604.9666666666667,Spanish,0.5333333333333333,1
conv_165,8.5,8.5,8.5,8.5,8.5,8.5,30,111.86666666666666,678.7666666666667,German,0.5333333333333333,1
conv_166,8.5,8.5,8.5,8.5,8.5,8.5,30,114.93333333333334,719.1,English,0.5333333333333333,1
conv_167,8.5,9.5,8.5,8.5,8.5,8.5,30,91.23333333333333,572.2,Swahili,0.5333333333333333,1
conv_168,8.5,8.5,8.5,8.5,8.5,8.5,30,116.0,684.2666666666667,German,0.5333333333333333,1
conv_169,8.5,9.5,8.5,8.5,8.5,8.5,30,98.3,645.2,Portuguese,0.5333333333333333,1
conv_170,8.5,8.5,8.5,8.5,8.5,8.5,30,95.93333333333334,571.7,Swahili,0.5333333333333333,1
conv_171,8.5,8.5,8.5,8.5,8.5,8.5,30,85.7,640.6,Dutch,0.5333333333333333,1
conv_172,8.5,8.5,8.5,8.5,8.5,8.5,30,93.16666666666667,605.7666666666667,Spanish,0.5333333333333333,1
conv_173,8.5,9.5,8.5,9.0,8.5,8.5,30,115.96666666666667,619.0666666666667,Spanish,0.5333333333333333,1
conv_174,8.5,8.5,8.5,8.5,8.5,8.5,30,102.4,666.5666666666667,French,0.5333333333333333,1
conv_175,8.5,8.5,8.5,8.5,8.5,8.5,30,90.7,702.2,French,0.5333333333333333,1
conv_176,8.5,9.5,8.5,8.5,8.5,8.5,30,104.53333333333333,664.7333333333333,Portuguese,0.5333333333333333,1
conv_177,8.5,8.5,8.5,8.5,8.5,8.5,30,103.66666666666667,646.8,Spanish,0.5333333333333333,1
conv_178,8.5,9.5,8.5,8.5,8.5,8.5,30,102.3,618.4666666666667,Spanish,0.5333333333333333,1
conv_179,8.5,8.5,8.5,8.5,8.5,8.5,30,99.56666666666666,670.9666666666667,English,0.5333333333333333,1
conv_180,8.5,9.5,9.5,8.5,8.5,8.5,30,104.96666666666667,659.7666666666667,Spanish,0.5333333333333333,1
conv_181,8.5,8.5,8.5,8.5,8.5,8.5,30,109.53333333333333,707.1666666666666,English,0.5333333333333333,1
conv_182,8.5,8.5,8.5,8.5,8.5,8.5,30,95.76666666666667,661.3,English,0.5333333333333333,1
conv_183,8.5,8.5,8.5,8.5,8.5,8.5,30,84.6,500.0,Arabic,0.5333333333333333,1
conv_184,8.5,8.5,9.0,8.5,8.5,8.5,30,114.73333333333333,688.1,German,0.5333333333333333,1
conv_185,8.5,8.5,8.5,8.5,8.5,8.5,30,102.2,632.8,Dutch,0.5333333333333333,1
conv_186,8.5,8.5,8.5,9.0,8.5,8.5,30,103.76666666666667,700.0666666666667,English,0.5333333333333333,1
conv_187,8.5,8.5,9.5,8.5,8.5,8.5,30,107.93333333333334,659.7333333333333,French,0.5333333333333333,1
conv_188,8.5,9.5,8.5,8.5,8.5,8.5,30,103.93333333333334,684.2,French,0.5333333333333333,1
conv_189,8.5,8.5,8.5,9.0,8.5,8.5,30,93.8,634.5333333333333,Spanish,0.5333333333333333,1
conv_190,8.5,8.5,8.5,8.5,9.0,8.5,30,85.1,625.0,Dutch,0.5333333333333333,1
conv_191,8.5,9.5,8.5,9.0,8.5,8.5,30,100.83333333333333,613.4,Spanish,0.5333333333333333,1
conv_192,8.5,8.5,8.5,8.5,8.5,8.5,30,110.26666666666667,680.4333333333333,English,0.5333333333333333,1
conv_193,8.5,8.5,8.5,8.5,8.5,8.5,30,107.23333333333333,677.5666666666667,Dutch,0.5333333333333333,1
conv_194,8.5,8.5,8.5,8.5,8.5,8.5,30,109.4,681.3333333333334,English,0.5333333333333333,1
conv_195,8.5,9.5,9.5,8.5,9.5,8.5,30,111.56666666666666,670.3,Spanish,0.5333333333333333,1
conv_196,8.5,9.5,8.5,8.5,8.5,8.5,30,103.9,643.1333333333333,Spanish,0.5333333333333333,1
conv_197,8.5,8.5,8.5,7.5,8.5,8.5,30,96.83333333333333,644.0,Dutch,0.5333333333333333,1
conv_198,8.5,8.5,8.5,8.5,8.5,8.5,30,100.9,670.9,English,0.5333333333333333,1
conv_199,8.5,8.5,8.5,8.5,8.5,8.5,30,124.33333333333333,699.7333333333333,French,0.5333333333333333,1
conv_200,8.5,8.5,8.5,8.5,8.5,8.5,30,103.66666666666667,555.4666666666667,Swahili,0.5333333333333333,1
conv_201,8.5,9.5,8.5,8.5,8.5,8.5,30,112.0,547.6666666666666,Swahili,0.5333333333333333,1
conv_202,8.5,8.5,8.5,9.0,8.5,8.5,30,87.53333333333333,621.2333333333333,Portuguese,0.5333333333333333,1
conv_203,8.5,9.5,9.5,8.5,8.5,8.5,30,101.76666666666667,637.7,Spanish,0.5333333333333333,1
